symbol,entry_time,exit_time,entry_price,exit_price,pnl_r,pnl_usd,exit_reason,decile,aggression,candles_held,mae,mfe,risk_pct,entry_atr,equity_after
ARBUSDT,2026-03-02T00:39:59.999000+00:00,2026-03-02T02:29:59.999000+00:00,0.10112022,0.10117976,0.0107,13.54,vol_trail,2,67.0,22,-0.537,0.9205,0.04,0.0005214285714285705,30240.8
1000LUNCUSDT,2026-03-02T03:49:59.999000+00:00,2026-03-02T04:49:59.999000+00:00,0.043378674,0.04293998171428571,-1.0868,-1314.65,stop_loss,1,66.8,12,-0.7593,0.0,0.04,0.00016857142857142865,28828.35
NEARUSDT,2026-03-02T04:29:59.999000+00:00,2026-03-02T04:54:59.999000+00:00,1.2082416,1.192047257142857,-1.0647,-1285.49,stop_loss,1,63.0,5,-1.3364,0.5091,0.04,0.006285714285714307,27542.86
ENAUSDT,2026-03-02T00:44:59.999000+00:00,2026-03-02T04:54:59.999000+00:00,0.10512102,0.10588596142857144,0.5428,682.77,vol_trail,1,66.8,50,-0.3784,1.4378,0.04,0.0005285714285714288,28225.63
ARBUSDT,2026-03-02T14:44:59.999000+00:00,2026-03-02T15:34:59.999000+00:00,0.10422084,0.10591095642857143,0.8844,998.51,vol_trail,7,79.2,10,0.0,1.9923,0.04,0.0007428571428571423,29121.05
ENAUSDT,2026-03-02T15:09:59.999000+00:00,2026-03-02T15:54:59.999000+00:00,0.10762152,0.10860684571428572,0.437,492.04,vol_trail,3,72.6,9,0.0,1.26,0.04,0.0008571428571428569,29613.08
XRPUSDT,2026-03-02T14:44:59.999000+00:00,2026-03-02T17:14:59.999000+00:00,1.3657731,1.4012482657142857,2.47,2785.87,vol_trail,7,79.7,30,0.0,3.6365,0.04,0.005642857142857172,32398.96
SOLUSDT,2026-03-03T16:04:59.999000+00:00,2026-03-03T17:44:59.999000+00:00,85.387074,85.52074957142857,0.0674,87.34,vol_trail,1,60.7,20,-0.715,1.3097,0.04,0.5649999999999997,32451.04
SOLUSDT,2026-03-03T23:09:59.999000+00:00,2026-03-04T02:59:59.999000+00:00,86.977392,87.03973142857143,0.0231,29.97,vol_trail,2,69.0,46,-0.6278,0.6776,0.04,0.40142857142857274,32430.39
SOLUSDT,2026-03-04T08:44:59.999000+00:00,2026-03-04T10:29:59.999000+00:00,87.91758,89.85059771428571,1.9305,2504.28,vol_trail,2,66.9,21,0.0,3.1111,0.04,0.39214285714285985,34882.32
SOLUSDT,2026-03-04T15:29:59.999000+00:00,2026-03-04T19:29:59.999000+00:00,92.608518,92.59861942857142,-0.0247,-34.44,vol_trail,3,72.5,48,-0.8185,0.3015,0.04,0.8357142857142849,34820.05
FETUSDT,2026-03-13T00:14:59.999000+00:00,2026-03-13T02:39:59.999000+00:00,0.17923584,0.1845595092857143,1.2228,1703.13,vol_trail,7,80.7,29,0.0,2.0067,0.04,0.0017142857142857099,36455.32
TAOUSDT,2026-03-13T00:19:59.999000+00:00,2026-03-13T02:59:59.999000+00:00,220.164024,229.5633638571429,2.8079,3907.85,vol_trail,8,81.9,32,-0.1238,3.6457,0.04,1.3242857142857116,40363.18
TAOUSDT,2026-03-13T08:09:59.999000+00:00,2026-03-13T10:04:59.999000+00:00,235.707132,241.82591085714287,1.5119,2441.07,vol_trail,5,76.9,23,-0.3069,2.2465,0.04,1.5900000000000034,42761.16
TAOUSDT,2026-03-13T23:19:59.999000+00:00,2026-03-13T23:49:59.999000+00:00,236.177226,236.62409428571428,0.1085,185.57,vol_trail,5,75.5,6,-0.1371,0.7044,0.04,1.2549999999999955,42888.79
TAOUSDT,2026-03-14T03:09:59.999000+00:00,2026-03-14T04:14:59.999000+00:00,242.12841600000002,242.106569,-0.0348,-59.64,vol_trail,2,69.9,13,0.0,0.8159,0.04,1.5050000000000014,42779.47
TAOUSDT,2026-03-15T00:19:59.999000+00:00,2026-03-15T00:29:59.999000+00:00,253.80075,248.98412178571428,-1.0451,-1788.32,stop_loss,3,73.1,2,-0.9648,0.0,0.04,1.8864285714285773,40949.71
FETUSDT,2026-03-15T01:04:59.999000+00:00,2026-03-15T03:19:59.999000+00:00,0.18133626,0.19124745714285712,4.9126,8046.73,vol_trail,3,72.8,27,-0.1,5.9,0.04,0.0007999999999999952,48929.61
FETUSDT,2026-03-15T09:59:59.999000+00:00,2026-03-15T12:29:59.999000+00:00,0.19173834,0.19681777142857143,1.6249,3180.29,vol_trail,3,72.1,30,-0.6512,2.3767,0.04,0.001228571428571432,52054.92
NEARUSDT,2026-03-16T01:54:59.999000+00:00,2026-03-16T02:29:59.999000+00:00,1.3692738,1.3551574857142856,-1.0851,-2259.36,stop_loss,1,64.8,7,-0.8842,0.1474,0.04,0.005428571428571434,49701.03
ZECUSDT,2026-03-16T04:49:59.999000+00:00,2026-03-16T06:09:59.999000+00:00,237.917574,233.99640564285716,-1.0522,-2091.78,stop_loss,1,61.0,16,-1.0113,0.1855,0.04,1.5307142857142821,47499.9
FETUSDT,2026-03-16T05:49:59.999000+00:00,2026-03-16T07:54:59.999000+00:00,0.20294058,0.20623731571428572,0.9493,1885.16,vol_trail,2,68.4,25,-0.3259,2.5185,0.04,0.001350000000000004,49385.06
FETUSDT,2026-03-16T12:04:59.999000+00:00,2026-03-16T12:19:59.999000+00:00,0.2215443,0.22248406571428572,0.134,264.63,vol_trail,6,77.6,3,-0.0798,1.037,0.04,0.0025071428571428528,49618.26
FETUSDT,2026-03-16T16:14:59.999000+00:00,2026-03-16T18:14:59.999000+00:00,0.23644728,0.24459392857142856,0.9784,1941.79,vol_trail,2,68.5,24,0.0,2.3739,0.04,0.0032857142857142846,51534.35
TAOUSDT,2026-03-20T04:29:59.999000+00:00,2026-03-20T04:44:59.999000+00:00,297.60951,289.4331732142857,-1.0307,-2122.51,stop_loss,3,70.6,3,-1.1193,0.0,0.04,3.2235714285714323,49324.05
FETUSDT,2026-03-20T01:39:59.999000+00:00,2026-03-20T07:04:59.999000+00:00,0.21964392,0.23612419428571427,4.3049,8874.02,vol_trail,1,64.1,65,-0.5521,5.5737,0.04,0.0015214285714285664,58198.07
FETUSDT,2026-03-20T21:54:59.999000+00:00,2026-03-20T21:59:59.999000+00:00,0.2260452,0.22651183142857143,0.0991,230.8,vol_trail,5,76.3,1,0.0,0.9515,0.04,0.0014714285714285719,58364.49
TAOUSDT,2026-03-24T02:04:59.999000+00:00,2026-03-24T03:49:59.999000+00:00,301.90036799999996,308.3511745714286,0.8152,1903.17,vol_trail,5,76.0,21,-0.1899,1.4065,0.04,3.09714285714285,60226.7
TAOUSDT,2026-03-24T16:14:59.999000+00:00,2026-03-24T20:49:59.999000+00:00,315.933174,329.65691257142856,2.358,5680.6,vol_trail,1,66.8,55,-0.5628,3.9968,0.04,2.3028571428571394,65847.81
TAOUSDT,2026-03-25T07:14:59.999000+00:00,2026-03-25T08:59:59.999000+00:00,343.878762,345.9600798571429,0.3521,927.29,vol_trail,8,82.3,21,-0.4498,1.0074,0.04,2.1878571428571507,66700.59
CHZUSDT,2026-03-28T03:19:59.999000+00:00,2026-03-28T04:09:59.999000+00:00,0.036027204,0.03602422228571428,-0.0594,-158.43,vol_trail,3,71.9,10,0.0,0.8354,0.04,0.00012928571428571421,66408.33
CHZUSDT,2026-03-28T07:59:59.999000+00:00,2026-03-28T08:59:59.999000+00:00,0.036697338,0.037001169714285714,0.9516,2527.78,vol_trail,1,63.1,12,0.0,2.6178,0.04,0.0001207142857142865,68790.76
CHZUSDT,2026-03-28T13:19:59.999000+00:00,2026-03-28T13:44:59.999000+00:00,0.038397678,0.038594422428571425,0.3179,874.7,vol_trail,2,67.2,5,-0.0886,1.5772,0.04,0.00022571428571428544,69581.2
CHZUSDT,2026-03-28T16:44:59.999000+00:00,2026-03-28T17:14:59.999000+00:00,0.040778154000000004,0.039787040999999995,-1.0349,-2880.35,stop_loss,1,54.2,6,-1.0359,0.1231,0.04,0.0003900000000000005,66648.46
CHZUSDT,2026-03-30T00:09:59.999000+00:00,2026-03-30T00:39:59.999000+00:00,0.04045809,0.04067400642857143,0.3284,875.44,vol_trail,1,60.8,6,-0.1163,1.4955,0.04,0.00024071428571428556,67443.25
CHZUSDT,2026-03-30T04:19:59.999000+00:00,2026-03-30T08:04:59.999000+00:00,0.042328464,0.04367983371428571,1.9523,5266.64,vol_trail,6,78.7,45,-0.4984,2.6094,0.04,0.00027285714285714413,72634.56
CHZUSDT,2026-03-30T11:14:59.999000+00:00,2026-03-30T12:04:59.999000+00:00,0.044488896,0.04341238721428571,-1.0351,-3007.22,stop_loss,2,70.3,10,-0.8121,0.2455,0.04,0.0004235714285714274,69572.41
BNBUSDT,2026-04-04T06:19:59.999000+00:00,2026-04-04T07:34:59.999000+00:00,592.138404,590.7000506428571,-1.418,-3946.23,stop_loss,7,80.4,15,-1.2731,0.0,0.04,0.48071428571429514,65009.15
ZECUSDT,2026-04-07T09:04:59.999000+00:00,2026-04-07T10:09:59.999000+00:00,268.27364400000005,264.94378635714287,-1.0701,-2782.59,stop_loss,2,69.4,13,-0.7353,0.7601,0.04,1.289285714285707,62129.17
WLDUSDT,2026-04-07T18:24:59.999000+00:00,2026-04-07T18:59:59.999000+00:00,0.25395078,0.24983216642857142,-1.0531,-2617.03,stop_loss,7,79.1,7,-0.9458,0.3236,0.04,0.0016071428571428664,59441.46
DOTUSDT,2026-04-07T21:39:59.999000+00:00,2026-04-07T22:39:59.999000+00:00,1.2642528,1.2957408000000001,2.1106,5018.24,vol_trail,5,76.5,12,0.0,2.8683,0.04,0.005857142857142815,64367.32
DOTUSDT,2026-04-09T15:14:59.999000+00:00,2026-04-09T15:34:59.999000+00:00,1.2612522,1.2673893285714286,0.4584,1180.35,vol_trail,7,79.4,4,0.0,1.8118,0.04,0.00485714285714283,65427.33
DOTUSDT,2026-04-09T19:09:59.999000+00:00,2026-04-09T22:19:59.999000+00:00,1.30026,1.3355185571428572,2.4882,6511.95,vol_trail,1,66.0,38,-0.5026,3.0154,0.04,0.0055714285714285605,71829.33
DASHUSDT,2026-04-10T02:04:59.999000+00:00,2026-04-10T03:14:59.999000+00:00,37.767551999999995,38.54086171428571,0.9183,2638.47,vol_trail,3,72.0,14,0.0,2.0894,0.04,0.32928571428571524,74408.48
DASHUSDT,2026-04-10T08:39:59.999000+00:00,2026-04-10T10:09:59.999000+00:00,40.648128,41.889120500000004,0.8587,2555.84,vol_trail,7,79.8,18,-0.5199,1.7777,0.04,0.5692857142857152,76926.07
DASHUSDT,2026-04-10T21:59:59.999000+00:00,2026-04-11T00:29:59.999000+00:00,45.929184,46.80777942857143,0.8004,2462.75,vol_trail,6,77.3,30,-0.784,1.4373,0.04,0.42857142857142755,79329.46
TONUSDT,2026-04-11T07:24:59.999000+00:00,2026-04-11T07:54:59.999000+00:00,1.31516298,1.3207072342857145,0.6777,2150.6,vol_trail,5,76.6,6,0.0,1.4787,0.04,0.002921428571428567,81222.93
DASHUSDT,2026-04-11T08:54:59.999000+00:00,2026-04-11T09:14:59.999000+00:00,46.229244,45.114546714285716,-1.0352,-3363.21,stop_loss,3,72.6,4,-0.9212,0.0,0.04,0.4385714285714281,77798.08
TONUSDT,2026-04-11T11:14:59.999000+00:00,2026-04-11T12:59:59.999000+00:00,1.38387672,1.3900147985714286,0.309,961.62,vol_trail,1,60.0,21,0.0,1.6368,0.04,0.007135714285714293,78651.07
TONUSDT,2026-04-11T17:24:59.999000+00:00,2026-04-11T19:54:59.999000+00:00,1.4383876199999999,1.4883736942857144,2.5524,8030.01,vol_trail,1,62.0,30,0.0,3.7316,0.04,0.00772857142857145,86575.68
WLDUSDT,2026-04-13T01:14:59.999000+00:00,2026-04-13T01:44:59.999000+00:00,0.29515902,0.2978689857142857,0.6469,2240.12,vol_trail,9,84.7,6,0.0,1.13,0.04,0.001592857142857142,88700.3
APTUSDT,2026-04-13T12:49:59.999000+00:00,2026-04-13T13:49:59.999000+00:00,0.830166,0.8344545042857142,0.8364,2962.94,vol_trail,7,79.6,12,0.0,2.9282,0.04,0.0018714285714285714,91165.99
WLDUSDT,2026-04-13T11:44:59.999000+00:00,2026-04-13T14:24:59.999000+00:00,0.29765951999999996,0.3044962314285714,1.8949,6722.99,vol_trail,2,69.1,32,0.0,4.3273,0.04,0.0014142857142857052,97738.31
ENAUSDT,2026-04-13T13:49:59.999000+00:00,2026-04-13T14:59:59.999000+00:00,0.09363872399999999,0.09426257228571429,0.3125,1103.46,vol_trail,9,84.9,14,-0.3923,0.8491,0.04,0.0007442857142857141,98841.77
TONUSDT,2026-04-13T14:09:59.999000+00:00,2026-04-13T16:09:59.999000+00:00,1.43458686,1.418391265,-1.0774,-3928.77,stop_loss,2,69.6,24,-0.9024,0.7488,0.04,0.00625000000000001,94913.0
ENAUSDT,2026-04-13T18:34:59.999000+00:00,2026-04-13T19:14:59.999000+00:00,0.094828962,0.09518060292857143,0.2192,832.12,vol_trail,8,81.9,8,0.0,1.1995,0.04,0.0005635714285714312,95630.13
WLDUSDT,2026-04-13T21:24:59.999000+00:00,2026-04-13T22:19:59.999000+00:00,0.30186036,0.30481759571428574,0.987,3775.57,vol_trail,1,58.9,11,-0.315,2.1,0.04,0.0011428571428571438,99111.43
ENAUSDT,2026-04-13T22:14:59.999000+00:00,2026-04-13T22:19:59.999000+00:00,0.097789554,0.0983189037142857,0.3246,1239.16,vol_trail,9,84.5,1,0.0,0.9568,0.04,0.000597857142857146,100350.59
APTUSDT,2026-04-13T22:19:59.999000+00:00,2026-04-13T22:39:59.999000+00:00,0.8684736599999999,0.8702330614285715,0.1765,708.43,vol_trail,9,82.7,4,0.0,0.7355,0.04,0.003099999999999984,100856.61
WLDUSDT,2026-04-14T02:04:59.999000+00:00,2026-04-14T02:19:59.999000+00:00,0.31346268,0.3154226171428572,0.5851,2360.46,vol_trail,3,72.2,3,0.0,1.3195,0.04,0.0012428571428571486,103033.92
WLDUSDT,2026-04-14T07:09:59.999000+00:00,2026-04-14T08:34:59.999000+00:00,0.32366472,0.31914330142857145,-1.062,-4376.71,stop_loss,2,69.8,17,-0.9333,0.7057,0.04,0.001757142857142854,98520.56
ETHUSDT,2026-04-14T08:34:59.999000+00:00,2026-04-14T10:39:59.999000+00:00,2390.3879819999997,2377.795060142857,-1.1739,-4625.99,stop_loss,6,78.4,25,-1.1255,0.1641,0.04,4.655714285714274,93530.37
1000PEPEUSDT,2026-04-16T02:09:59.999000+00:00,2026-04-16T02:29:59.999000+00:00,0.00379365858,0.0038178077142857142,0.5115,1913.48,vol_trail,2,68.6,4,0.0,2.2094,0.04,1.7542857142857135e-05,95298.22
XLMUSDT,2026-04-16T02:29:59.999000+00:00,2026-04-16T03:34:59.999000+00:00,0.159021798,0.15954022842857143,0.5322,2028.57,vol_trail,7,79.6,13,0.0,2.097,0.04,0.0003357142857142864,96695.07
PENDLEUSDT,2026-04-16T02:34:59.999000+00:00,2026-04-16T08:04:59.999000+00:00,1.1123224200000001,1.1571113885714284,4.0114,15238.88,vol_trail,1,66.4,66,0.0,5.3735,0.04,0.004414285714285672,111569.48
DOTUSDT,2026-04-16T04:09:59.999000+00:00,2026-04-16T08:34:59.999000+00:00,1.205241,1.2493929285714287,3.4872,13487.71,vol_trail,1,66.1,53,0.0,5.44,0.04,0.0050000000000000044,125057.19
ENAUSDT,2026-04-16T03:24:59.999000+00:00,2026-04-16T08:39:59.999000+00:00,0.10141027799999999,0.10301939199999999,1.2138,4602.74,vol_trail,1,63.8,63,-0.0155,2.2524,0.04,0.0005149999999999986,129659.93
ARBUSDT,2026-04-16T04:39:59.999000+00:00,2026-04-16T08:54:59.999000+00:00,0.11722344,0.11801924857142858,0.7171,2768.75,vol_trail,1,65.8,51,-0.3862,2.3172,0.04,0.00041428571428571626,132428.67
ARBUSDT,2026-04-16T12:04:59.999000+00:00,2026-04-16T13:09:59.999000+00:00,0.12002399999999999,0.12154711428571428,1.0964,5791.48,vol_trail,8,81.8,13,-0.2987,2.5387,0.04,0.0005357142857142842,137402.1
SOLUSDT,2026-04-16T13:09:59.999000+00:00,2026-04-16T13:19:59.999000+00:00,85.627122,85.82568857142857,0.3717,2042.66,vol_trail,5,75.8,2,0.0,1.1618,0.04,0.17214285714285488,138576.57
PENDLEUSDT,2026-04-16T12:39:59.999000+00:00,2026-04-16T13:34:59.999000+00:00,1.1762352,1.1901690614285716,1.1083,5844.68,vol_trail,2,68.2,11,-0.1241,2.3988,0.04,0.0048357142857142765,143841.08
ENAUSDT,2026-04-16T13:19:59.999000+00:00,2026-04-16T13:44:59.999000+00:00,0.105581112,0.10422129442857142,-1.0674,-5916.82,stop_loss,6,78.7,5,-0.7588,0.0,0.04,0.000527142857142858,137924.26
ADAUSDT,2026-04-16T12:04:59.999000+00:00,2026-04-16T13:54:59.999000+00:00,0.24944988,0.24776115214285716,-1.1327,-6000.2,stop_loss,8,80.9,22,-1.0697,2.8944,0.04,0.0006357142857142851,131924.06
DOTUSDT,2026-04-16T13:14:59.999000+00:00,2026-04-16T13:54:59.999000+00:00,1.2962592,1.2777086928571428,-1.0604,-5798.85,stop_loss,8,81.1,8,-0.998,0.3881,0.04,0.007214285714285744,126125.22
1000PEPEUSDT,2026-04-16T13:09:59.999000+00:00,2026-04-16T13:54:59.999000+00:00,0.00387037392,0.0038209606550000004,-1.068,-5849.05,stop_loss,3,71.3,9,-2.6736,0.3718,0.04,1.9149999999999957e-05,120276.17
XRPUSDT,2026-04-16T13:29:59.999000+00:00,2026-04-16T13:54:59.999000+00:00,1.4287857000000002,1.4188590285714286,-1.1291,-6249.65,stop_loss,7,80.5,5,-2.9817,0.1817,0.04,0.003742857142857143,114026.52
XLMUSDT,2026-04-16T15:54:59.999000+00:00,2026-04-16T15:59:59.999000+00:00,0.16339267200000002,0.16377438142857143,0.1851,844.12,vol_trail,3,70.7,1,0.0,0.5768,0.04,0.0006657142857142874,114669.13
BNBUSDT,2026-04-16T16:19:59.999000+00:00,2026-04-16T16:54:59.999000+00:00,628.295634,624.1772824285714,-1.1374,-5216.9,stop_loss,2,69.4,7,-0.7886,0.0,0.04,1.5471428571428467,109116.95
SOLUSDT,2026-04-16T18:19:59.999000+00:00,2026-04-16T18:49:59.999000+00:00,87.537504,88.07166785714287,0.5409,2358.33,vol_trail,9,85.0,6,-0.3828,0.9406,0.04,0.36571428571428705,111055.95
ARBUSDT,2026-04-16T18:49:59.999000+00:00,2026-04-16T20:19:59.999000+00:00,0.12692538,0.13181291785714286,2.2532,9807.03,vol_trail,9,82.8,18,0.0,2.8467,0.04,0.0008571428571428589,120862.97
PENDLEUSDT,2026-04-16T18:19:59.999000+00:00,2026-04-16T20:34:59.999000+00:00,1.2334466400000001,1.2748592628571427,1.9464,8495.26,vol_trail,1,53.8,27,0.0,3.2647,0.04,0.008392857142857138,129358.24
ARBUSDT,2026-04-17T06:14:59.999000+00:00,2026-04-17T06:29:59.999000+00:00,0.130026,0.13063101142857142,0.3254,1683.79,vol_trail,9,83.3,3,0.0,0.9532,0.04,0.0006714285714285688,130861.66
PENDLEUSDT,2026-04-17T06:59:59.999000+00:00,2026-04-17T09:19:59.999000+00:00,1.27845564,1.3109163357142857,2.0121,10532.45,vol_trail,2,68.2,28,0.0,3.8007,0.04,0.00633571428571427,140816.89
XLMUSDT,2026-04-17T08:34:59.999000+00:00,2026-04-17T10:29:59.999000+00:00,0.16751349599999998,0.1680206748571429,0.424,2216.18,vol_trail,2,69.0,23,-0.1179,2.0042,0.04,0.00040714285714285196,142775.38
ETHUSDT,2026-04-17T09:34:59.999000+00:00,2026-04-17T12:29:59.999000+00:00,2354.340774,2354.8232268571423,-0.0249,-140.4,vol_trail,3,72.2,35,-0.697,0.2043,0.04,9.262857142857131,142451.86
PENDLEUSDT,2026-04-17T12:44:59.999000+00:00,2026-04-17T12:59:59.999000+00:00,1.36197234,1.3655839714285714,0.1158,659.56,vol_trail,3,72.5,3,0.0,0.8651,0.04,0.010357142857142843,142976.54
SOLUSDT,2026-04-17T13:14:59.999000+00:00,2026-04-17T13:34:59.999000+00:00,89.777952,88.86008157142858,-1.0858,-6209.93,stop_loss,7,79.0,4,-0.4421,0.6688,0.04,0.3528571428571427,136504.69
ARBUSDT,2026-04-17T11:24:59.999000+00:00,2026-04-17T13:59:59.999000+00:00,0.13232646,0.13358756285714285,0.6467,3693.23,vol_trail,1,64.8,31,0.0,2.1538,0.04,0.0007428571428571423,140197.92
XLMUSDT,2026-04-17T14:44:59.999000+00:00,2026-04-17T17:24:59.999000+00:00,0.174804954,0.17493714842857144,0.0307,172.23,vol_trail,1,61.1,32,-0.6146,1.1774,0.04,0.0006964285714285741,140116.79
PENDLEUSDT,2026-04-17T22:34:59.999000+00:00,2026-04-17T23:24:59.999000+00:00,1.4652930000000002,1.436123432142857,-1.0429,-5845.12,stop_loss,2,70.4,10,-1.0738,0.4057,0.04,0.011435714285714311,134142.4
XLMUSDT,2026-04-18T04:09:59.999000+00:00,2026-04-18T04:14:59.999000+00:00,0.175955184,0.17451901778571427,-1.1088,-5949.48,stop_loss,9,83.4,1,-0.7906,0.0,0.04,0.0005464285714285648,127881.91
CHZUSDT,2026-04-20T00:59:59.999000+00:00,2026-04-20T03:19:59.999000+00:00,0.042018401999999996,0.04289142,1.3354,6831.06,vol_trail,6,78.4,28,-0.7039,2.0961,0.04,0.0002557142857142857,134561.68
1000PEPEUSDT,2026-04-20T04:49:59.999000+00:00,2026-04-20T05:09:59.999000+00:00,0.0037275453600000004,0.0036998098900000004,-1.12,-6028.44,stop_loss,1,65.4,4,-0.941,0.1105,0.04,1.0499999999999938e-05,128189.29
TONUSDT,2026-04-20T12:24:59.999000+00:00,2026-04-20T13:09:59.999000+00:00,1.30666128,1.310123637142857,0.4313,2211.55,vol_trail,3,72.7,9,-0.4054,1.4413,0.04,0.0026642857142857063,129948.18
ADAUSDT,2026-04-20T14:24:59.999000+00:00,2026-04-20T14:44:59.999000+00:00,0.2490498,0.24686133214285716,-1.1006,-5721.06,stop_loss,3,71.4,4,-0.7658,0.0,0.04,0.0008357142857142869,123948.3
CHZUSDT,2026-04-20T17:34:59.999000+00:00,2026-04-20T19:09:59.999000+00:00,0.045639125999999995,0.04659353657142857,1.0497,5204.12,vol_trail,3,72.4,19,-0.2474,1.8442,0.04,0.0003557142857142856,128789.82
FILUSDT,2026-04-20T18:09:59.999000+00:00,2026-04-20T19:49:59.999000+00:00,0.9341868000000001,0.9254220214285714,-1.0939,-5418.63,stop_loss,3,71.7,20,-1.0723,0.0,0.04,0.00335714285714286,123371.18
