symbol,entry_time,exit_time,entry_price,exit_price,pnl_r,pnl_usd,exit_reason,decile,aggression,candles_held,mae,mfe,risk_pct,entry_atr,equity_after,confirmations,vol_z
CHZUSDT,2026-03-28T13:19:59.999000+00:00,2026-03-28T13:44:59.999000+00:00,0.038397678,0.038594422428571425,0.3179,1004.19,vol_trail,2,67.2,5,-0.0886,1.5772,0.04,0.00022571428571428544,79881.89,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",2.6878744699240116
CHZUSDT,2026-03-28T16:44:59.999000+00:00,2026-03-28T17:14:59.999000+00:00,0.040778154000000004,0.039787040999999995,-1.0349,-3306.76,stop_loss,1,54.2,6,-1.0359,0.1231,0.04,0.0003900000000000005,76515.0,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",0.8726302726176367
CHZUSDT,2026-03-30T00:09:59.999000+00:00,2026-03-30T00:39:59.999000+00:00,0.04045809,0.04067400642857143,0.3284,1005.03,vol_trail,1,60.8,6,-0.1163,1.4955,0.04,0.00024071428571428556,77427.44,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.832093119807287
CHZUSDT,2026-03-30T04:19:59.999000+00:00,2026-03-30T08:04:59.999000+00:00,0.042328464,0.04367983371428571,1.9523,6046.31,vol_trail,6,78.7,45,-0.4984,2.6094,0.04,0.00027285714285714413,83387.27,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.4504447273729424
CHZUSDT,2026-03-30T11:14:59.999000+00:00,2026-03-30T12:04:59.999000+00:00,0.044488896,0.04341238721428571,-1.0351,-3452.4,stop_loss,2,70.3,10,-0.8121,0.2455,0.04,0.0004235714285714274,79871.81,"{""breakout"": true, ""imb"": false, ""vol"": true, ""body"": false, ""impulse"": true, ""momentum"": true}",3.5192974486816406
BNBUSDT,2026-04-04T06:19:59.999000+00:00,2026-04-04T07:34:59.999000+00:00,592.138404,590.7000506428571,-1.418,-4530.43,stop_loss,7,80.4,15,-1.2731,0.0,0.04,0.48071428571429514,74633.01,"{""breakout"": true, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": false, ""momentum"": true}",4.468176417799091
NMRUSDT,2026-04-06T00:09:59.999000+00:00,2026-04-06T02:54:59.999000+00:00,7.7375472,7.736880885714286,-0.0511,-152.4,vol_trail,1,60.3,33,-0.5662,0.7631,0.04,0.032499999999999876,74352.67,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",-0.04924662050249602
NMRUSDT,2026-04-06T08:04:59.999000+00:00,2026-04-06T08:19:59.999000+00:00,7.978595400000001,7.859356385714285,-1.0578,-3145.89,stop_loss,1,65.2,3,-0.9132,0.0,0.04,0.04642857142857139,71114.78,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.5967874301571061
ZECUSDT,2026-04-07T09:04:59.999000+00:00,2026-04-07T10:09:59.999000+00:00,268.27364400000005,264.94378635714287,-1.0701,-3043.93,stop_loss,2,69.4,13,-0.7353,0.7601,0.04,1.289285714285707,67964.31,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",0.9316727861603397
WLDUSDT,2026-04-07T18:24:59.999000+00:00,2026-04-07T18:59:59.999000+00:00,0.25395078,0.24983216642857142,-1.0531,-2862.82,stop_loss,7,79.1,7,-0.9458,0.3236,0.04,0.0016071428571428664,65024.17,"{""breakout"": true, ""imb"": false, ""vol"": true, ""body"": false, ""impulse"": true, ""momentum"": true}",3.0549485514160253
DOTUSDT,2026-04-07T21:39:59.999000+00:00,2026-04-07T22:39:59.999000+00:00,1.2642528,1.2957408000000001,2.1106,5489.55,vol_trail,5,76.5,12,0.0,2.8683,0.04,0.005857142857142815,70412.67,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.470189817573992
DOTUSDT,2026-04-09T15:14:59.999000+00:00,2026-04-09T15:34:59.999000+00:00,1.2612522,1.2673893285714286,0.4584,1291.21,vol_trail,7,79.4,4,0.0,1.8118,0.04,0.00485714285714283,71572.23,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.511386672096737
DOTUSDT,2026-04-09T19:09:59.999000+00:00,2026-04-09T22:19:59.999000+00:00,1.30026,1.3355185571428572,2.4882,7123.54,vol_trail,1,66.0,38,-0.5026,3.0154,0.04,0.0055714285714285605,78575.51,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.0220976493490135
DASHUSDT,2026-04-10T02:04:59.999000+00:00,2026-04-10T03:14:59.999000+00:00,37.767551999999995,38.54086171428571,0.9183,2886.27,vol_trail,3,72.0,14,0.0,2.0894,0.04,0.32928571428571524,81396.89,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.1059005254868417
DASHUSDT,2026-04-10T08:39:59.999000+00:00,2026-04-10T10:09:59.999000+00:00,40.648128,41.889120500000004,0.8587,2795.89,vol_trail,7,79.8,18,-0.5199,1.7777,0.04,0.5692857142857152,84150.93,"{""breakout"": true, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",4.988929866462394
DASHUSDT,2026-04-10T21:59:59.999000+00:00,2026-04-11T00:29:59.999000+00:00,45.929184,46.80777942857143,0.8004,2694.05,vol_trail,6,77.3,30,-0.784,1.4373,0.04,0.42857142857142755,86780.05,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",0.6567346768395661
TONUSDT,2026-04-11T07:24:59.999000+00:00,2026-04-11T07:54:59.999000+00:00,1.31516298,1.3207072342857145,0.6777,2352.58,vol_trail,5,76.6,6,0.0,1.4787,0.04,0.002921428571428567,88851.35,"{""breakout"": false, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",3.069677384570041
DASHUSDT,2026-04-11T08:54:59.999000+00:00,2026-04-11T09:14:59.999000+00:00,46.229244,45.114546714285716,-1.0352,-3679.08,stop_loss,3,72.6,4,-0.9212,0.0,0.04,0.4385714285714281,85104.84,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.4867705509453757
