n,full_avg,full_R,wr,test_n,test_avg,test_R,test_wr,pass,verdict,label,session,liq_source,n_symbols,batch
156,0.41569999999999996,64.8492,0.6730769230769231,63,0.25059365079365087,15.787400000000005,0.6190476190476191,True,KEEP,ws_merged_28,ny,ws_merged,28,1_fidelity
156,0.41569999999999996,64.8492,0.6730769230769231,63,0.25059365079365087,15.787400000000005,0.6190476190476191,True,KEEP,coinalyze_28,ny,coinalyze,28,1_baseline
222,0.32175810810810807,71.43029999999999,0.6261261261261262,89,0.04762359550561798,4.2385,0.5280898876404494,True,KEEP,universe57_ny,ny,coinalyze,57,3_universe
189,0.2406380952380953,45.48060000000001,0.5714285714285714,76,-0.0869236842105263,-6.606199999999999,0.5394736842105263,False,KILL,universe57_london,london,coinalyze,57,3_universe
241,0.35140995850622403,84.68979999999999,0.6348547717842323,97,0.35544845360824745,34.478500000000004,0.6391752577319587,True,KEEP,universe57_asia,asia,coinalyze,57,3_universe
