symbol,entry_time,exit_time,entry_price,exit_price,pnl_r,pnl_usd,exit_reason,decile,aggression,candles_held,mae,mfe,risk_pct,entry_atr,equity_after
HBARUSDT,2026-02-06T15:34:59.999000+00:00,2026-02-06T17:59:59.999000+00:00,0.090728142,0.09478675314285714,1.7167,677.52,vol_trail,1,61.1,29,-0.1197,2.7872,0.04,0.0009357142857142878,10528.52
BERAUSDT,2026-02-06T17:44:59.999000+00:00,2026-02-06T18:29:59.999000+00:00,0.43778754,0.5638800585714286,13.7636,5428.09,vol_trail,2,69.3,9,-0.5359,10.5219,0.04,0.003657142857142851,15956.62
MUSDT,2026-02-10T00:49:59.999000+00:00,2026-02-10T04:04:59.999000+00:00,1.46119218,1.4381480271428573,-1.0546,-673.13,stop_loss,2,67.6,39,-0.9927,1.4423,0.04,0.00898571428571428,15264.81
KAITOUSDT,2026-02-10T22:39:59.999000+00:00,2026-02-10T23:09:59.999000+00:00,0.30786156000000003,0.30439982214285716,-1.0777,-658.03,stop_loss,3,72.9,6,-0.9583,0.0,0.04,0.0013357142857142892,14581.45
BERAUSDT,2026-02-11T15:19:59.999000+00:00,2026-02-11T15:24:59.999000+00:00,0.5571114,0.5820157164285714,1.4791,862.68,vol_trail,8,81.7,1,0.0,2.1188,0.04,0.00666428571428571,15435.35
BERAUSDT,2026-02-11T19:04:59.999000+00:00,2026-02-11T19:34:59.999000+00:00,0.6683336400000001,0.6833954364285715,0.4246,262.14,vol_trail,9,83.2,6,0.0,0.8086,0.04,0.013900000000000015,15692.15
KITEUSDT,2026-02-13T02:49:59.999000+00:00,2026-02-13T05:39:59.999000+00:00,0.201000192,0.20449087935714286,0.7209,451.78,vol_trail,8,81.5,34,-0.6406,1.6715,0.04,0.0018857142857142842,16106.23
UNIUSDT,2026-02-13T01:49:59.999000+00:00,2026-02-13T07:44:59.999000+00:00,3.2786556,3.292912714285715,0.3542,222.31,vol_trail,1,59.2,71,-0.7208,1.3861,0.04,0.01442857142857133,16328.54
UNIUSDT,2026-02-13T13:04:59.999000+00:00,2026-02-13T13:29:59.999000+00:00,3.3436686,3.3562214785714284,0.3914,255.43,vol_trail,9,82.8,5,-0.1772,0.7443,0.04,0.011285714285714375,16536.18
BNBUSDT,2026-02-13T14:29:59.999000+00:00,2026-02-13T18:19:59.999000+00:00,598.739724,614.0200285714285,2.9627,1959.67,vol_trail,2,68.6,46,0.0,3.7478,0.04,2.0257142857142867,18460.67
KITEUSDT,2026-02-13T11:04:59.999000+00:00,2026-02-13T20:39:59.999000+00:00,0.204920976,0.23117875499999999,5.6331,3679.22,vol_trail,2,69.7,115,-0.1529,6.6123,0.04,0.0018571428571428608,22139.89
BERAUSDT,2026-02-13T23:04:59.999000+00:00,2026-02-13T23:09:59.999000+00:00,0.70424082,0.7046697521428571,0.0072,6.36,vol_trail,9,84.2,1,0.0,0.3725,0.04,0.00622857142857144,22128.23
SIRENUSDT,2026-02-14T00:29:59.999000+00:00,2026-02-14T02:04:59.999000+00:00,0.127085412,0.12725740057142856,0.051,45.13,vol_trail,3,70.6,19,-0.4,0.7778,0.04,0.000900000000000002,22150.86
SIRENUSDT,2026-02-14T05:04:59.999000+00:00,2026-02-14T05:19:59.999000+00:00,0.13150629600000002,0.12861498614285716,-1.0387,-920.33,stop_loss,7,80.5,3,-0.8101,0.0,0.04,0.0011357142857142855,21212.06
APRUSDT,2026-02-14T06:29:59.999000+00:00,2026-02-14T06:34:59.999000+00:00,0.088937784,0.09240223014285714,1.385,1175.13,vol_trail,1,63.9,1,0.0,1.8855,0.04,0.00098857142857143,22373.45
APRUSDT,2026-02-14T16:59:59.999000+00:00,2026-02-14T18:54:59.999000+00:00,0.101760348,0.10441768371428571,0.4955,443.46,vol_trail,5,76.0,23,-0.3303,1.1997,0.04,0.002107142857142861,22809.13
ZECUSDT,2026-02-14T19:19:59.999000+00:00,2026-02-14T20:09:59.999000+00:00,298.51969199999996,308.63254685714287,1.6022,1461.83,vol_trail,1,61.6,10,-0.0771,3.2177,0.04,2.489999999999997,24251.27
TAOUSDT,2026-02-16T00:44:59.999000+00:00,2026-02-16T03:29:59.999000+00:00,186.307254,189.93379135714287,2.1392,2075.09,vol_trail,8,82.1,33,-0.1329,2.8272,0.04,0.6621428571428579,26277.23
SIRENUSDT,2026-02-16T03:49:59.999000+00:00,2026-02-16T06:54:59.999000+00:00,0.150220038,0.20850400514285714,15.3637,16148.66,vol_trail,1,66.5,37,-0.2086,16.5017,0.04,0.0015150000000000005,42407.13
ZECUSDT,2026-02-16T12:29:59.999000+00:00,2026-02-16T13:04:59.999000+00:00,299.019792,302.42807371428574,0.5633,955.52,vol_trail,3,72.8,7,-0.272,1.1534,0.04,2.3235714285714346,43323.36
TAOUSDT,2026-02-16T19:34:59.999000+00:00,2026-02-16T19:49:59.999000+00:00,192.698532,193.09851542857143,0.1188,205.85,vol_trail,3,72.0,3,-0.0493,0.7626,0.04,1.0542857142857156,43472.2
SIRENUSDT,2026-02-17T01:14:59.999000+00:00,2026-02-17T03:19:59.999000+00:00,0.223934778,0.2096605595,-1.0128,-1761.08,stop_loss,5,75.6,25,-0.9297,0.0677,0.04,0.005674999999999995,41698.77
KITEUSDT,2026-02-22T00:34:59.999000+00:00,2026-02-22T01:09:59.999000+00:00,0.22879575000000002,0.22038270035714286,-1.0227,-1705.83,stop_loss,1,65.6,7,-1.3456,0.0,0.04,0.0033292857142857173,39972.31
DEXEUSDT,2026-02-23T05:39:59.999000+00:00,2026-02-23T09:54:59.999000+00:00,2.6615322,2.7424513999999998,1.6967,2712.87,vol_trail,6,77.5,51,-0.6175,2.619,0.04,0.018785714285714277,42644.4
DEXEUSDT,2026-02-23T15:19:59.999000+00:00,2026-02-23T15:34:59.999000+00:00,2.9015801999999997,2.8195431214285707,-1.0298,-1756.66,stop_loss,1,66.3,3,-0.6675,0.0,0.04,0.03235714285714294,40860.21
KITEUSDT,2026-02-24T00:19:59.999000+00:00,2026-02-24T01:09:59.999000+00:00,0.24581915399999998,0.24953151228571427,0.5995,979.79,vol_trail,1,64.7,10,0.0,1.5503,0.04,0.0024021428571428627,41809.89
KITEUSDT,2026-02-24T09:59:59.999000+00:00,2026-02-24T12:04:59.999000+00:00,0.24274854,0.24482745328571429,0.2137,357.4,vol_trail,1,61.6,25,0.0,1.0008,0.04,0.003685000000000004,42147.46
KITEUSDT,2026-02-24T16:59:59.999000+00:00,2026-02-24T20:19:59.999000+00:00,0.255281046,0.2575063455714286,0.3268,550.9,vol_trail,1,62.7,40,-0.6537,1.1882,0.04,0.0025821428571428545,42668.36
DOTUSDT,2026-02-25T01:09:59.999000+00:00,2026-02-25T01:14:59.999000+00:00,1.2442488,1.264318514285714,2.1001,3584.28,vol_trail,5,75.8,1,0.0,3.1231,0.04,0.0037142857142857494,46032.07
APTUSDT,2026-02-25T01:09:59.999000+00:00,2026-02-25T01:14:59.999000+00:00,0.8336667,0.8417030542857143,1.4106,2401.73,vol_trail,2,70.4,1,0.0,3.1132,0.04,0.0021714285714285702,48433.79
ARBUSDT,2026-02-25T01:19:59.999000+00:00,2026-02-25T02:29:59.999000+00:00,0.09511902,0.09513097,-0.0243,-47.15,vol_trail,9,84.0,14,-0.3155,0.1577,0.04,0.0005071428571428538,48260.32
NEIROUSDT,2026-02-25T01:19:59.999000+00:00,2026-02-25T02:34:59.999000+00:00,6.871374e-05,6.872910857142857e-05,-0.0158,-30.65,vol_trail,6,78.3,15,-0.5091,0.1018,0.04,3.928571428571466e-07,48229.67
DOTUSDT,2026-02-25T08:54:59.999000+00:00,2026-02-25T10:14:59.999000+00:00,1.2852569999999999,1.3152369,2.5715,4950.41,vol_trail,1,66.2,16,0.0,3.675,0.04,0.004571428571428575,52851.01
APTUSDT,2026-02-25T08:54:59.999000+00:00,2026-02-25T10:54:59.999000+00:00,0.8544708599999999,0.8575963035714285,0.484,929.79,vol_trail,7,80.3,24,-0.1767,1.3779,0.04,0.002264285714285711,53780.81
NEIROUSDT,2026-02-25T12:24:59.999000+00:00,2026-02-25T12:54:59.999000+00:00,6.941388e-05,6.959322142857142e-05,0.2072,445.81,vol_trail,9,83.7,6,-0.14,0.56,0.04,2.857142857142859e-07,54132.54
DOTUSDT,2026-02-25T13:39:59.999000+00:00,2026-02-25T15:54:59.999000+00:00,1.4792958,1.5126974,0.5854,1267.61,vol_trail,3,71.6,27,-0.3399,1.0019,0.04,0.02235714285714287,55306.62
APTUSDT,2026-02-25T13:59:59.999000+00:00,2026-02-25T17:59:59.999000+00:00,0.8905780799999999,0.9860241842857143,7.42,16058.87,vol_trail,1,54.9,48,0.0,9.06,0.04,0.005121428571428547,71307.26
NEIROUSDT,2026-02-25T16:24:59.999000+00:00,2026-02-25T18:29:59.999000+00:00,7.311462000000001e-05,7.319964285714285e-05,0.0417,92.18,vol_trail,3,72.7,25,-0.64,0.64,0.04,5.000000000000005e-07,71399.44
ARBUSDT,2026-02-25T08:54:59.999000+00:00,2026-02-25T19:14:59.999000+00:00,0.09361872,0.10202959,10.4097,20082.3,vol_trail,1,66.5,124,-0.1244,12.0711,0.04,0.0003214285714285727,91481.74
DOTUSDT,2026-02-25T19:49:59.999000+00:00,2026-02-25T20:04:59.999000+00:00,1.6183236,1.6224968642857143,0.0807,295.22,vol_trail,9,83.0,3,0.0,0.3983,0.04,0.017071428571428564,91714.52
NEIROUSDT,2026-02-25T22:04:59.999000+00:00,2026-02-25T22:34:59.999000+00:00,7.631526e-05,7.501713642857143e-05,-1.0505,-3853.84,stop_loss,3,72.1,6,-0.8676,0.0,0.04,5.071428571428569e-07,87761.31
SIRENUSDT,2026-02-26T04:04:59.999000+00:00,2026-02-26T05:39:59.999000+00:00,0.380966178,0.38451093957142857,0.2293,805.0,vol_trail,2,67.1,19,-0.0524,1.0929,0.04,0.005881428571428585,88525.38
1000LUNCUSDT,2026-02-27T01:34:59.999000+00:00,2026-02-27T02:29:59.999000+00:00,0.039197838000000006,0.040956449928571434,1.9568,6929.17,vol_trail,8,81.0,11,-0.4273,2.1365,0.04,0.0003557142857142851,95384.31
1000LUNCUSDT,2026-02-27T15:29:59.999000+00:00,2026-02-27T15:39:59.999000+00:00,0.041468292,0.03997343228571428,-1.0232,-3903.82,stop_loss,5,76.2,2,-0.8928,0.0,0.04,0.0005914285714285707,91432.33
MEGAUSDT,2026-02-28T00:44:59.999000+00:00,2026-02-28T01:59:59.999000+00:00,0.13142627999999998,0.13210357400000003,0.6745,2466.67,vol_trail,6,77.8,15,-0.0437,1.4955,0.04,0.00036642857142856714,93662.89
MEGAUSDT,2026-02-28T11:24:59.999000+00:00,2026-02-28T11:29:59.999000+00:00,0.132406476,0.13106449614285715,-1.0866,-4071.02,stop_loss,7,79.7,1,-0.2172,0.0,0.04,0.00051571428571429,89418.72
KAITOUSDT,2026-02-28T14:39:59.999000+00:00,2026-02-28T18:09:59.999000+00:00,0.32786556,0.33838945142857135,1.5406,5510.38,vol_trail,1,62.1,42,-0.3416,2.7926,0.04,0.0026928571428571518,94850.72
1000BONKUSDT,2026-02-28T19:34:59.999000+00:00,2026-02-28T21:04:59.999000+00:00,0.0057921582000000004,0.005892535542857143,1.1191,4241.86,vol_trail,6,78.2,18,0.0,1.9468,0.04,3.492857142857148e-05,98885.15
DOTUSDT,2026-02-28T18:14:59.999000+00:00,2026-02-28T22:04:59.999000+00:00,1.5583116000000001,1.6302453142857145,2.5235,9574.41,vol_trail,2,67.1,46,-0.4962,3.8633,0.04,0.01128571428571428,108459.56
PENDLEUSDT,2026-03-01T02:09:59.999000+00:00,2026-03-01T02:24:59.999000+00:00,1.38157626,1.3510475935714286,-1.0385,-4505.44,stop_loss,8,82.1,3,-0.9839,0.0,0.04,0.011992857142857123,103864.16
NEARUSDT,2026-03-02T00:19:59.999000+00:00,2026-03-02T01:24:59.999000+00:00,1.1662332,1.1701944857142856,0.1943,807.17,vol_trail,2,67.2,13,-0.3394,1.1313,0.04,0.00707142857142857,103846.21
XLMUSDT,2026-03-02T01:09:59.999000+00:00,2026-03-02T02:14:59.999000+00:00,0.156511296,0.15488473114285714,-1.0844,-4477.36,stop_loss,3,71.6,13,-1.0037,0.3068,0.04,0.000625714285714287,99368.85
ARBUSDT,2026-03-02T00:39:59.999000+00:00,2026-03-02T02:29:59.999000+00:00,0.10112022,0.10117976,0.0107,44.59,vol_trail,2,67.0,22,-0.537,0.9205,0.04,0.0005214285714285705,99413.45
KAITOUSDT,2026-03-02T00:44:59.999000+00:00,2026-03-02T04:14:59.999000+00:00,0.33316662,0.33426884714285715,0.3417,1413.81,vol_trail,2,67.6,42,-0.6462,1.2205,0.04,0.0011142857142857224,100643.07
1000LUNCUSDT,2026-03-02T03:49:59.999000+00:00,2026-03-02T04:49:59.999000+00:00,0.043378674,0.04293998171428571,-1.0868,-4321.76,stop_loss,1,66.8,12,-0.7593,0.0,0.04,0.00016857142857142865,96182.02
NEARUSDT,2026-03-02T04:29:59.999000+00:00,2026-03-02T04:54:59.999000+00:00,1.2082416,1.192047257142857,-1.0647,-4286.13,stop_loss,1,63.0,5,-1.3364,0.5091,0.04,0.006285714285714307,91895.89
ENAUSDT,2026-03-02T00:44:59.999000+00:00,2026-03-02T04:54:59.999000+00:00,0.10512102,0.10588596142857144,0.5428,2249.34,vol_trail,1,66.8,50,-0.3784,1.4378,0.04,0.0005285714285714288,94145.23
SIRENUSDT,2026-03-02T05:49:59.999000+00:00,2026-03-02T08:24:59.999000+00:00,0.267443478,0.2744079645714286,0.5519,2078.47,vol_trail,8,82.1,31,-0.6261,1.2239,0.04,0.004957857142857145,96187.14
SIRENUSDT,2026-03-02T11:39:59.999000+00:00,2026-03-02T13:24:59.999000+00:00,0.32907580200000003,0.349275131,0.87,3347.49,vol_trail,2,69.3,21,0.0,1.5841,0.04,0.009214285714285711,99509.9
ARBUSDT,2026-03-02T14:44:59.999000+00:00,2026-03-02T15:34:59.999000+00:00,0.10422084,0.10591095642857143,0.8844,3520.26,vol_trail,7,79.2,10,0.0,1.9923,0.04,0.0007428571428571423,102518.08
ENAUSDT,2026-03-02T15:09:59.999000+00:00,2026-03-02T15:54:59.999000+00:00,0.10762152,0.10860684571428572,0.437,1732.09,vol_trail,3,72.6,9,0.0,1.26,0.04,0.0008571428571428569,104250.17
KAITOUSDT,2026-03-02T14:44:59.999000+00:00,2026-03-02T16:39:59.999000+00:00,0.3360672,0.33947494857142857,0.8065,3201.54,vol_trail,7,80.1,23,0.0,2.0566,0.04,0.001614285714285707,107451.71
XRPUSDT,2026-03-02T14:44:59.999000+00:00,2026-03-02T17:14:59.999000+00:00,1.3657731,1.4012482657142857,2.47,9821.64,vol_trail,7,79.7,30,0.0,3.6365,0.04,0.005642857142857172,117273.35
SIRENUSDT,2026-03-03T01:34:59.999000+00:00,2026-03-03T02:09:59.999000+00:00,0.453150612,0.4330590851428572,-1.0187,-4771.67,stop_loss,5,77.1,7,-1.2971,0.6864,0.04,0.00796571428571429,112283.83
KAITOUSDT,2026-03-03T01:09:59.999000+00:00,2026-03-03T05:39:59.999000+00:00,0.33916782,0.34517380857142854,1.3883,6512.39,vol_trail,1,59.8,54,0.0,2.3492,0.04,0.0016857142857142904,118796.22
KAITOUSDT,2026-03-03T16:04:59.999000+00:00,2026-03-03T16:44:59.999000+00:00,0.34666932,0.3481732085714286,0.2245,1065.8,vol_trail,1,66.8,8,0.0,1.6,0.04,0.0024000000000000054,119609.33
SOLUSDT,2026-03-03T16:04:59.999000+00:00,2026-03-03T17:44:59.999000+00:00,85.387074,85.52074957142857,0.0674,320.24,vol_trail,1,60.7,20,-0.715,1.3097,0.04,0.5649999999999997,119929.57
KAITOUSDT,2026-03-03T22:34:59.999000+00:00,2026-03-03T23:04:59.999000+00:00,0.36577314000000005,0.36822634000000004,0.2866,1374.76,vol_trail,5,75.5,6,-0.2004,1.0273,0.04,0.003192857142857144,121205.41
SOLUSDT,2026-03-03T23:09:59.999000+00:00,2026-03-04T02:59:59.999000+00:00,86.977392,87.03973142857143,0.0231,111.94,vol_trail,2,69.0,46,-0.6278,0.6776,0.04,0.40142857142857274,121128.27
KITEUSDT,2026-03-04T08:49:59.999000+00:00,2026-03-04T09:24:59.999000+00:00,0.23226644400000002,0.2326520317142857,0.047,227.41,vol_trail,3,71.6,7,0.0,0.6912,0.04,0.0023899999999999993,120841.88
SOLUSDT,2026-03-04T08:44:59.999000+00:00,2026-03-04T10:29:59.999000+00:00,87.91758,89.85059771428571,1.9305,9353.55,vol_trail,2,66.9,21,0.0,3.1111,0.04,0.39214285714285985,130195.44
TAGUSDT,2026-03-04T08:49:59.999000+00:00,2026-03-04T10:29:59.999000+00:00,0.0004245849,0.0004130780821428572,-1.0312,-4984.59,stop_loss,1,64.1,20,-1.0935,0.732,0.04,4.535714285714287e-06,125210.85
1000BONKUSDT,2026-03-04T09:19:59.999000+00:00,2026-03-04T11:39:59.999000+00:00,0.006201239999999999,0.0061102062857142855,-1.0588,-5114.92,stop_loss,1,62.7,28,-1.4113,0.5532,0.04,3.542857142857136e-05,120095.93
SOLUSDT,2026-03-04T15:29:59.999000+00:00,2026-03-04T19:29:59.999000+00:00,92.608518,92.59861942857142,-0.0247,-118.57,vol_trail,3,72.5,48,-0.8185,0.3015,0.04,0.8357142857142849,119881.54
KITEUSDT,2026-03-05T01:19:59.999000+00:00,2026-03-05T02:09:59.999000+00:00,0.225175026,0.22679177542857143,0.3053,1464.17,vol_trail,8,81.2,10,-0.4737,1.526,0.04,0.001984285714285714,121247.76
KITEUSDT,2026-03-05T09:04:59.999000+00:00,2026-03-05T12:09:59.999000+00:00,0.245959182,0.252134563,0.9823,4763.85,vol_trail,1,65.8,37,0.0,2.1,0.04,0.002468571428571427,125924.64
KITEUSDT,2026-03-05T19:04:59.999000+00:00,2026-03-05T19:39:59.999000+00:00,0.278915772,0.27422300157142854,-1.0511,-5294.24,stop_loss,7,80.3,7,-1.1698,0.5412,0.04,0.00183285714285714,120492.42
DEXEUSDT,2026-03-09T01:44:59.999000+00:00,2026-03-09T05:34:59.999000+00:00,4.1418282,4.396477671428572,2.3349,11253.58,vol_trail,1,61.2,46,0.0,3.3083,0.04,0.04328571428571437,131662.99
DEXEUSDT,2026-03-10T00:19:59.999000+00:00,2026-03-10T01:39:59.999000+00:00,4.70094,4.730482285714285,0.2732,1438.6,vol_trail,3,71.4,16,-0.548,0.6577,0.04,0.0401428571428571,132990.58
BLUAIUSDT,2026-03-11T07:29:59.999000+00:00,2026-03-11T08:24:59.999000+00:00,0.006881376,0.007046019085714286,0.6413,3411.52,vol_trail,2,67.6,11,0.0,1.958,0.04,0.00010071428571428589,136336.67
DEXEUSDT,2026-03-12T00:44:59.999000+00:00,2026-03-12T01:09:59.999000+00:00,4.2538506,4.254291828571429,-0.0331,-180.69,vol_trail,9,83.7,5,0.0,0.8096,0.04,0.017785714285714134,135921.21
BLUAIUSDT,2026-03-12T15:34:59.999000+00:00,2026-03-12T17:24:59.999000+00:00,0.007531506,0.0072187345357142855,-1.02,-5545.62,stop_loss,1,58.1,22,-0.4745,0.1388,0.04,0.00012392857142857157,130316.12
LDOUSDT,2026-03-13T00:34:59.999000+00:00,2026-03-13T00:49:59.999000+00:00,0.3080616,0.30401061428571424,-1.066,-5540.77,stop_loss,7,79.8,3,-1.0691,0.0,0.04,0.0015714285714285728,124220.83
RENDERUSDT,2026-03-13T00:19:59.999000+00:00,2026-03-13T02:19:59.999000+00:00,1.715343,1.7212271142857143,0.149,776.25,vol_trail,7,80.3,24,-0.4375,0.8167,0.04,0.013714285714285743,124997.08
FETUSDT,2026-03-13T00:14:59.999000+00:00,2026-03-13T02:39:59.999000+00:00,0.17923584,0.1845595092857143,1.2228,6374.08,vol_trail,7,80.7,29,0.0,2.0067,0.04,0.0017142857142857099,131371.16
TAOUSDT,2026-03-13T00:19:59.999000+00:00,2026-03-13T02:59:59.999000+00:00,220.164024,229.5633638571429,2.8079,14612.21,vol_trail,8,81.9,32,-0.1238,3.6457,0.04,1.3242857142857116,145983.37
RENDERUSDT,2026-03-13T05:19:59.999000+00:00,2026-03-13T07:24:59.999000+00:00,1.8073614,1.8543076357142856,1.3958,8150.64,vol_trail,8,81.7,25,-0.3027,2.5427,0.04,0.013214285714285734,153990.25
TAOUSDT,2026-03-13T08:09:59.999000+00:00,2026-03-13T10:04:59.999000+00:00,235.707132,241.82591085714287,1.5119,9312.95,vol_trail,5,76.9,23,-0.3069,2.2465,0.04,1.5900000000000034,163138.84
RENDERUSDT,2026-03-13T14:14:59.999000+00:00,2026-03-13T14:39:59.999000+00:00,1.9423884,1.8812665285714285,-1.0267,-6699.76,stop_loss,1,55.4,5,-1.4249,0.0,0.04,0.024142857142857115,156344.58
TAOUSDT,2026-03-13T23:19:59.999000+00:00,2026-03-13T23:49:59.999000+00:00,236.177226,236.62409428571428,0.1085,678.47,vol_trail,5,75.5,6,-0.1371,0.7044,0.04,1.2549999999999955,156811.21
APRUSDT,2026-03-14T00:29:59.999000+00:00,2026-03-14T01:24:59.999000+00:00,0.136387272,0.13349936621428574,-1.0402,-6524.88,stop_loss,2,68.8,11,-0.8081,0.0635,0.04,0.0011335714285714243,149963.77
DEXEUSDT,2026-03-14T00:54:59.999000+00:00,2026-03-14T02:04:59.999000+00:00,4.6699338,4.678635514285714,0.0935,586.08,vol_trail,3,71.5,14,-0.241,0.723,0.04,0.02821428571428581,150549.85
TAOUSDT,2026-03-14T03:09:59.999000+00:00,2026-03-14T04:14:59.999000+00:00,242.12841600000002,242.106569,-0.0348,-209.34,vol_trail,2,69.9,13,0.0,0.8159,0.04,1.5050000000000014,150166.12
TAGUSDT,2026-03-14T05:09:59.999000+00:00,2026-03-14T05:19:59.999000+00:00,0.0005936187,0.0005972983735714286,0.3351,2012.86,vol_trail,7,80.0,2,0.0,1.5326,0.04,4.07142857142857e-06,152021.33
DEXEUSDT,2026-03-14T08:14:59.999000+00:00,2026-03-14T08:39:59.999000+00:00,4.770954,4.690311749999999,-1.0508,-6389.95,stop_loss,1,61.9,5,-0.7873,0.0,0.04,0.031499999999999986,145465.61
TAOUSDT,2026-03-15T00:19:59.999000+00:00,2026-03-15T00:29:59.999000+00:00,253.80075,248.98412178571428,-1.0451,-6080.93,stop_loss,3,73.1,2,-0.9648,0.0,0.04,1.8864285714285773,139243.77
FETUSDT,2026-03-15T01:04:59.999000+00:00,2026-03-15T03:19:59.999000+00:00,0.18133626,0.19124745714285712,4.9126,27361.78,vol_trail,3,72.8,27,-0.1,5.9,0.04,0.0007999999999999952,165804.79
RENDERUSDT,2026-03-15T01:24:59.999000+00:00,2026-03-15T03:34:59.999000+00:00,1.9083816,1.9087610285714287,-0.0145,-80.62,vol_trail,1,65.8,26,0.0,0.9989,0.04,0.013214285714285703,165724.17
LDOUSDT,2026-03-15T02:44:59.999000+00:00,2026-03-15T03:49:59.999000+00:00,0.30696138,0.3039463414285714,-1.0895,-6044.98,stop_loss,1,61.6,13,-0.8988,1.0025,0.04,0.0011571428571428527,159679.19
TAGUSDT,2026-03-15T01:09:59.999000+00:00,2026-03-15T06:04:59.999000+00:00,0.00058471692,0.0005993229685714286,1.6089,8946.49,vol_trail,2,68.2,59,-0.8641,2.7271,0.04,3.564285714285712e-06,168625.68
FETUSDT,2026-03-15T09:59:59.999000+00:00,2026-03-15T12:29:59.999000+00:00,0.19173834,0.19681777142857143,1.6249,10960.21,vol_trail,3,72.1,30,-0.6512,2.3767,0.04,0.001228571428571432,179396.41
TAGUSDT,2026-03-15T13:49:59.999000+00:00,2026-03-15T16:29:59.999000+00:00,0.0006344268599999999,0.0006415645185714286,0.3324,2384.96,vol_trail,2,68.4,32,0.0,1.0045,0.04,8.242857142857127e-06,181681.95
RENDERUSDT,2026-03-15T21:44:59.999000+00:00,2026-03-15T22:09:59.999000+00:00,1.9073814,1.8809094571428573,-1.0624,-7720.61,stop_loss,7,80.4,5,-1.0111,0.0,0.04,0.010285714285714247,173718.76
NEARUSDT,2026-03-16T01:54:59.999000+00:00,2026-03-16T02:29:59.999000+00:00,1.3692738,1.3551574857142856,-1.0851,-7539.98,stop_loss,1,64.8,7,-0.8842,0.1474,0.04,0.005428571428571434,165863.3
ZECUSDT,2026-03-16T04:49:59.999000+00:00,2026-03-16T06:09:59.999000+00:00,237.917574,233.99640564285716,-1.0522,-6980.72,stop_loss,1,61.0,16,-1.0113,0.1855,0.04,1.5307142857142821,158517.64
FETUSDT,2026-03-16T05:49:59.999000+00:00,2026-03-16T07:54:59.999000+00:00,0.20294058,0.20623731571428572,0.9493,6291.19,vol_trail,2,68.4,25,-0.3259,2.5185,0.04,0.001350000000000004,164808.84
FETUSDT,2026-03-16T12:04:59.999000+00:00,2026-03-16T12:19:59.999000+00:00,0.2215443,0.22248406571428572,0.134,883.12,vol_trail,6,77.6,3,-0.0798,1.037,0.04,0.0025071428571428528,165587.1
APRUSDT,2026-03-16T12:44:59.999000+00:00,2026-03-16T13:19:59.999000+00:00,0.173824758,0.17475361371428572,0.1981,1312.35,vol_trail,8,81.9,7,0.0,1.2794,0.04,0.001716428571428569,166778.71
