variant,n,full_avg,full_R,wr,test_n,test_avg,test_R,test_wr,pass,verdict
v65_revert,156,0.41569999999999996,64.8492,0.6730769230769231,63,0.25059365079365087,15.787400000000005,0.6190476190476191,True,KEEP
