trade_uuid,symbol,entry_time,decile,aggression,vol_z,cascade_strength,atr_pct,hour,ret_5d,liq_imb,breakout_distance_pct,imb_z,n_confirmations,conf_breakout,conf_imb,conf_vol,conf_body,conf_impulse,conf_momentum,pnl_r,exit_reason,bars_held,exit_r_full,exit_r_scale,scaled_at_b3
7e093135-d56d-4d38-8465-476f77d55ea0,FETUSDT,2026-04-29T20:19:59.999000+00:00,1,62.4,-0.3694,1.0162,0.336,20,-4.5149,0.9377,-0.8114,2.0306,4,0,1,0,1,1,1,0.6,vol_trail,34,0.6,0.15,False
5ee89759-9fe4-446b-88ca-614098c6b88a,ENAUSDT,2026-04-29T20:19:59.999000+00:00,1,66.9,-0.4221,1.3142,0.4062,20,-4.3198,0.9686,-1.0543,2.2235,4,0,1,0,1,1,1,0.1744,vol_trail,21,0.1744,0.0436,False
04c1bcc9-5343-4600-a363-07cb0c931a3e,SOLUSDT,2026-04-30T15:29:59.999000+00:00,2,67.1,3.9757,0.1987,0.2644,15,-3.5876,0.1999,-0.0479,0.7689,4,0,0,1,1,1,1,-1.0,stop_loss,18,-1.0,-0.25,False
1ae128de-05b0-41cd-9f0c-8e939a666b86,ZECUSDT,2026-04-30T16:44:59.999000+00:00,1,65.1,2.7589,0.6209,0.2957,16,-2.2809,-0.7148,0.0797,2.1744,5,1,1,0,1,1,1,0.4578,vol_trail,2,0.4578,0.11445,False
3b39f565-d706-429c-8909-a6d5cf8c29db,ZECUSDT,2026-04-30T20:04:59.999000+00:00,1,63.1,0.6024,0.6209,0.5748,20,-2.2809,-0.7148,-0.8405,2.2535,4,0,1,0,1,1,1,0.0027,vol_trail,21,0.0027,0.000675,False
edd5c32f-880f-47b7-86ee-5bada7bb1eed,DOTUSDT,2026-05-01T14:19:59.999000+00:00,1,62.2,6.0854,0.1286,0.3877,14,-4.3685,0.7015,-0.7347,-0.7509,4,0,0,1,1,1,1,0.1636,vol_trail,18,0.1636,0.0409,False
bc1c8929-962a-4336-abd4-5d4f8637f3b6,TAOUSDT,2026-05-01T14:59:59.999000+00:00,2,68.3,3.205,1.1358,0.5333,14,7.802,-0.9049,0.2407,1.5442,4,1,0,1,0,1,1,1.048,vol_trail,18,1.048,0.262,False
b96760c7-addb-401e-87ca-8caa77eb2087,ZECUSDT,2026-05-01T15:39:59.999000+00:00,5,76.0,5.1896,1.7227,0.5204,15,8.4075,-0.7791,0.5144,1.0227,5,1,0,1,1,1,1,0.2055,vol_trail,5,0.2055,0.051375,False
ee5fbfcd-6198-4987-8464-d68dce9551a0,PENDLEUSDT,2026-05-01T16:54:59.999000+00:00,1,54.4,-0.7689,4.5777,0.8608,16,17.8165,-0.3465,-1.291,2.0036,4,0,1,0,1,1,1,-1.0,stop_loss,3,-1.0,-0.25,False
539aeff8-cbe5-48e1-bb41-7cb665e16b9a,FILUSDT,2026-05-01T19:14:59.999000+00:00,1,56.8,-0.66,0.2604,0.2762,19,-2.5478,0.6556,-0.4278,2.5554,4,0,1,0,1,1,1,-1.0,stop_loss,8,-1.0,-0.25,False
39fad3fa-75c1-4188-ac4a-9de80f6ae71b,ZECUSDT,2026-05-02T16:54:59.999000+00:00,6,78.0,1.8431,0.5062,0.2619,16,9.1677,-0.5069,0.1971,2.1513,5,1,1,0,1,1,1,0.449,vol_trail,7,0.449,0.11225,False
3d93a671-4eed-4c5f-85b2-cff4bf6e21d6,TAOUSDT,2026-05-02T20:29:59.999000+00:00,1,58.3,4.2862,0.9882,0.5213,20,15.6815,-0.9734,-0.8493,-0.2334,4,0,0,1,1,1,1,-1.0,stop_loss,11,-1.0,-0.25,False
68a61399-7d8e-483d-90b4-fb62a17c6133,ETHUSDT,2026-05-04T14:54:59.999000+00:00,7,79.2,2.2409,1.3186,0.3603,14,4.2012,-0.3835,0.2362,0.0921,4,1,0,0,1,1,1,-1.0,stop_loss,5,-1.0,-0.25,False
9fed24a2-064f-4ba1-986e-3856dc5b798e,TONUSDT,2026-05-04T18:59:59.999000+00:00,1,56.9,-0.1778,3.7918,0.5691,18,25.1042,-0.4773,-0.2811,2.5953,4,0,1,0,1,1,1,4.009,vol_trail,41,4.009,1.00225,False
3ed14289-f81f-475e-b2dd-fe8cf4ea95f8,ZECUSDT,2026-05-04T21:14:59.999000+00:00,6,77.7,1.5021,1.1718,0.3992,21,29.0458,-0.533,0.3446,1.2469,4,1,0,0,1,1,1,0.156,vol_trail,1,0.156,0.039,False
22ef30f9-d631-49d5-bd89-0406c8ef9461,DASHUSDT,2026-05-04T21:59:59.999000+00:00,7,80.6,4.2453,2.8979,1.0816,21,37.4964,-0.3213,1.344,1.2976,5,1,0,1,1,1,1,-1.0,stop_loss,14,-1.0,-0.25,False
cdd14afa-bf5c-4ab1-8f60-4c114652b9d1,TONUSDT,2026-05-05T18:59:59.999000+00:00,1,61.4,-0.479,15.5612,0.8214,18,46.1562,-0.4267,-0.6603,3.2228,4,0,1,0,1,1,1,0.7867,vol_trail,16,0.7867,0.196675,False
0d26f499-8466-4094-b6af-ea43ea76f4b2,WLDUSDT,2026-05-05T20:14:59.999000+00:00,1,59.0,-0.0753,0.7285,0.329,20,0.9469,0.0809,0.1224,2.1949,4,1,1,0,1,0,1,1.0018,vol_trail,23,1.0018,0.25045,False
df6cca19-aacf-40c4-bdc7-8b0b0b925020,ZECUSDT,2026-05-06T14:24:59.999000+00:00,2,69.1,-0.1307,2.4301,1.0257,14,43.9833,-0.427,-1.7087,2.1891,4,0,1,0,1,1,1,0.3387,vol_trail,24,0.3387,0.084675,False
4dd7872a-398f-4fe2-912a-b16b8bfae2aa,SOLUSDT,2026-05-06T15:19:59.999000+00:00,1,61.1,0.0083,1.0126,0.3136,15,6.4516,-0.5565,-1.4424,2.1273,4,0,1,0,1,1,1,0.001,vol_trail,30,0.001,0.00025,False
735a4d53-a70b-4fd1-9c1e-859d8b131717,NEARUSDT,2026-05-06T15:44:59.999000+00:00,1,65.0,0.4568,1.9318,0.7704,15,15.528,-0.7058,0.0666,2.6706,5,1,1,0,1,1,1,0.0074,vol_trail,45,0.0074,0.00185,False
43dd3ff7-e9af-4fc4-856a-9c330f13afde,ICPUSDT,2026-05-06T15:49:59.999000+00:00,5,76.8,3.0781,2.1165,0.9368,15,36.0614,-0.2918,1.105,0.9901,5,1,0,1,1,1,1,0.0833,vol_trail,7,0.0833,0.020825,False
3f00dc7e-dc62-4b41-af6a-5dce25286d94,WLDUSDT,2026-05-06T16:49:59.999000+00:00,1,58.2,-0.7278,0.7625,0.4592,16,9.8802,-0.3138,-0.959,2.6153,4,0,1,0,1,1,1,-1.0,stop_loss,6,-1.0,-0.25,False
e38f1fc7-75fa-4cc7-8b3f-0091ba1aaa02,FILUSDT,2026-05-06T19:54:59.999000+00:00,1,66.9,-0.244,3.5252,0.4414,19,21.3508,0.2827,-1.2939,2.5496,4,0,1,0,1,1,1,1.0545,vol_trail,26,1.0545,0.263625,False
ec9af82e-b6c8-4ab8-91c6-8d88a26d05f9,ICPUSDT,2026-05-06T21:39:59.999000+00:00,9,83.6,0.5878,2.1165,0.8553,21,36.0614,-0.2918,0.2308,0.4373,4,1,0,0,1,1,1,0.1033,vol_trail,17,0.1033,0.025825,False
069c48a2-804c-4848-8853-563d72379d57,NEARUSDT,2026-05-07T14:14:59.999000+00:00,1,56.7,-0.721,0.4752,0.4768,14,13.2512,0.2671,-0.3989,2.2144,4,0,1,0,1,1,1,-1.0,stop_loss,4,-1.0,-0.25,False
080456e1-75e4-4e5f-b713-e77b76c6d62b,TONUSDT,2026-05-07T18:19:59.999000+00:00,7,80.3,2.3395,29.2047,1.2965,18,102.0782,-0.0894,1.8264,1.5189,4,1,0,0,1,1,1,-1.0,stop_loss,6,-1.0,-0.25,False
ffa467b5-3ae0-42ad-97e4-a4d373b13721,ENAUSDT,2026-05-07T19:14:59.999000+00:00,1,60.3,-0.8736,1.4158,0.5243,19,16.5691,0.2652,-1.6426,2.2919,4,0,1,0,1,1,1,-1.0,stop_loss,23,-1.0,-0.25,False
253a5cbc-836c-4b6b-b58f-0b3c433f5f10,ICPUSDT,2026-05-07T21:29:59.999000+00:00,1,58.5,-0.9887,1.6353,0.41,21,29.5589,0.3217,-1.0087,2.3364,4,0,1,0,1,1,1,2.9112,vol_trail,39,2.9112,0.7278,False
24d4d311-3bda-4abc-82ba-2c52515fcceb,ZECUSDT,2026-05-08T15:29:59.999000+00:00,1,58.8,0.319,1.031,0.8877,15,48.463,-0.6855,-1.0869,2.32,4,0,1,0,1,1,1,0.1777,vol_trail,27,0.1777,0.044425,False
fa6e2cea-91c1-49a9-8909-5f140d8fff67,ADAUSDT,2026-05-08T15:59:59.999000+00:00,1,61.8,3.7286,0.5761,0.334,15,9.6231,-0.9064,0.2231,0.3556,4,1,0,1,1,0,1,0.7429,vol_trail,45,0.7429,0.185725,False
afdd0665-1e79-49d3-ad7a-2977bb4c295a,SOLUSDT,2026-05-08T17:29:59.999000+00:00,8,81.1,4.0221,0.9104,0.2659,17,9.6578,-0.8476,0.2332,0.7832,5,1,0,1,1,1,1,1.1685,vol_trail,1,1.1685,0.292125,False
e802d510-1075-4f4f-9e6f-3dd54452a174,BNBUSDT,2026-05-08T17:49:59.999000+00:00,2,69.1,0.5168,0.1058,0.1665,17,5.2139,-0.6179,0.1067,2.1745,4,1,1,0,1,0,1,0.1082,vol_trail,23,0.1082,0.02705,False
b9a5cd1a-77e1-4798-8c18-e1590a5b82ce,ICPUSDT,2026-05-08T18:14:59.999000+00:00,1,56.0,-1.1421,1.9876,0.6236,18,54.5066,-0.4391,-0.8349,2.1991,4,0,1,0,1,1,1,4.19,vol_trail,24,4.19,1.0475,False
6aadf8a6-562e-46cf-befa-d414645496c3,ARBUSDT,2026-05-09T21:14:59.999000+00:00,8,82.1,0.8436,0.5216,0.3199,21,22.356,0.6999,0.2104,1.6929,4,1,0,0,1,1,1,-1.0,stop_loss,30,-1.0,-0.25,False
26c70b14-da78-42bf-a4ec-31222da1c496,ICPUSDT,2026-05-09T21:49:59.999000+00:00,1,62.2,-1.045,2.8959,0.2938,21,49.6186,0.053,-0.7773,2.5015,4,0,1,0,1,1,1,-1.0,stop_loss,18,-1.0,-0.25,False
944e5bd7-6964-48a3-9fd7-bba05d24493c,XRPUSDT,2026-05-10T15:39:59.999000+00:00,7,79.8,4.8748,1.9276,0.1997,15,4.3139,-0.3758,0.2713,1.0755,4,1,0,1,1,0,1,0.8476,vol_trail,7,0.8476,0.2119,False
0b9ace99-1ead-4040-8c0a-96dee2f53a07,1000PEPEUSDT,2026-05-10T15:49:59.999000+00:00,7,79.4,4.333,1.4981,0.2572,15,7.1939,-0.2078,0.2513,0.4672,5,1,0,1,1,1,1,0.5311,vol_trail,8,0.5311,0.132775,False
5c67c886-19a9-47d5-8f46-7dd531652825,APTUSDT,2026-05-10T16:04:59.999000+00:00,2,67.8,3.0551,1.888,0.344,16,16.4042,-0.0829,0.3203,-0.6084,5,1,0,1,1,1,1,4.8545,vol_trail,19,4.8545,1.213625,False
7b959d58-06c0-4de4-8830-903ad09e05bc,XLMUSDT,2026-05-10T16:09:59.999000+00:00,1,62.5,3.5243,1.5079,0.332,16,6.1604,-0.2235,-0.5783,-0.6063,4,0,0,1,1,1,1,3.0467,vol_trail,31,3.0467,0.761675,False
60abae24-b9fa-4aec-b706-66d2422b88cc,SOLUSDT,2026-05-10T17:04:59.999000+00:00,5,76.4,2.1017,1.9836,0.2471,17,11.8043,-0.5099,0.1264,2.1399,5,1,1,0,1,1,1,2.0231,vol_trail,24,2.0231,0.505775,False
89db4e06-2a15-4add-90b5-461ad4634fb8,UNIUSDT,2026-05-10T19:24:59.999000+00:00,1,61.6,-0.9569,1.3587,0.3412,19,18.9213,0.3269,-1.6469,2.0594,4,0,1,0,1,1,1,-1.0,stop_loss,11,-1.0,-0.25,False
23b48a60-06b6-4507-838d-2e10385eb1a1,WLDUSDT,2026-05-10T19:49:59.999000+00:00,1,56.7,-0.2741,2.5649,0.4762,19,15.4976,0.4574,-1.9641,2.0648,4,0,1,0,1,1,1,-1.0,stop_loss,6,-1.0,-0.25,False
cdae78e0-806d-45e3-b762-9f9b724f8349,SOLUSDT,2026-05-11T14:04:59.999000+00:00,2,68.2,3.1062,0.9987,0.3527,14,9.2144,-0.6729,0.0314,1.653,5,1,0,1,1,1,1,-1.0,stop_loss,5,-1.0,-0.25,False
5f0ec99d-a564-4953-b4e6-c76782aff941,XRPUSDT,2026-05-11T15:29:59.999000+00:00,5,76.0,5.4226,0.6698,0.3941,15,3.7006,0.0466,0.4801,0.6425,5,1,0,1,1,1,1,-1.0,stop_loss,15,-1.0,-0.25,False
b3dc6543-4e8e-442a-9cbe-9301dd14a3dd,PENDLEUSDT,2026-05-11T15:59:59.999000+00:00,5,77.1,3.3593,0.8675,0.6179,15,10.2874,-0.217,0.4797,0.9783,5,1,0,1,1,1,1,-1.0,stop_loss,13,-1.0,-0.25,False
e2a400f0-1fd5-401f-aa2e-09e84db696a1,RENDERUSDT,2026-05-12T17:14:59.999000+00:00,1,64.8,0.2703,1.0252,0.3964,17,-2.1594,0.8697,-1.8848,2.1145,4,0,1,0,1,1,1,0.8077,vol_trail,30,0.8077,0.201925,False
15a8fc27-99fa-4aef-b140-a61ad067ad07,NEARUSDT,2026-05-12T18:44:59.999000+00:00,7,79.3,3.4309,2.2277,0.6947,18,9.3197,0.3611,0.6905,1.1907,5,1,0,1,1,1,1,0.1936,vol_trail,7,0.1936,0.0484,False
2736c6be-ab23-4a17-bc41-7c0b69bfc313,FILUSDT,2026-05-12T19:34:59.999000+00:00,1,64.5,-0.5149,1.0199,0.3633,19,-0.6375,0.9757,0.0,2.3262,4,0,1,0,1,1,1,-1.0,stop_loss,45,-1.0,-0.25,False
123868da-0468-4016-abb5-87236c605d63,ADAUSDT,2026-05-14T14:19:59.999000+00:00,2,67.2,1.679,0.5201,0.361,14,-0.1108,-0.3298,-0.2614,2.0974,4,0,1,0,1,1,1,1.203,vol_trail,31,1.203,0.30075,False
34576181-c6b2-4f59-a47f-fd9cbfc8c389,BNBUSDT,2026-05-14T14:44:59.999000+00:00,1,58.0,6.171,0.5162,0.245,14,4.4118,-0.4054,0.0133,2.2207,4,1,1,1,0,0,1,0.0939,vol_trail,26,0.0939,0.023475,False
2f498d37-8727-4464-b535-7ecc4c894c47,WLDUSDT,2026-05-14T16:24:59.999000+00:00,1,57.7,3.7942,0.561,0.5121,16,-3.2175,0.7843,-1.0511,-1.9266,4,0,0,1,1,1,1,1.4434,vol_trail,40,1.4434,0.36085,False
c0851dfc-06f7-4adf-b215-b226bc624e51,XLMUSDT,2026-05-14T18:14:59.999000+00:00,2,67.6,0.7927,0.3821,0.4012,18,-0.0739,0.6173,0.1819,2.0335,5,1,1,0,1,1,1,0.4547,vol_trail,15,0.4547,0.113675,False
99d074c6-4bb8-4bc4-b2e6-ee326d6b375e,NEARUSDT,2026-05-14T21:39:59.999000+00:00,1,64.1,-0.2052,0.5734,0.3641,21,0.3831,0.8488,-1.853,2.2215,4,0,1,0,1,1,1,-1.0,stop_loss,26,-1.0,-0.25,False
81232379-4740-4b5c-865e-85587b474d9a,CHZUSDT,2026-05-15T21:09:59.999000+00:00,1,63.2,-0.1251,1.3443,0.5103,21,-0.022,0.4342,0.022,2.1621,5,1,1,0,1,1,1,0.912,vol_trail,61,0.912,0.228,False
1a90f201-742c-4e00-bd84-cba3cbd4c82c,NMRUSDT,2026-05-16T17:19:59.999000+00:00,7,80.6,3.8423,6.0522,0.7385,17,8.3051,-0.4168,0.7293,0.6955,5,1,0,1,1,1,1,1.1176,vol_trail,36,1.1176,0.2794,False
4ebb8546-d906-47df-af71-f29505987ccf,CHZUSDT,2026-05-17T19:24:59.999000+00:00,1,65.6,-0.3244,2.2807,0.4883,19,4.5936,0.7232,-1.53,2.1447,4,0,1,0,1,1,1,-1.0,stop_loss,47,-1.0,-0.25,False
