uuid,symbol,side,entry_time,exit_time,entry_price,exit_price,quantity,leverage,stop_dist,pnl_usd,pnl_r,fees,hold,exit_reason,tp1,equity_after,conf,conf_count,mae,mfe,aggression_score,aggression_decile,sector,regime_score,label
41a3babc-5ead-4738-a75e-3239aaa52654,TAOUSDT,LONG,2026-03-15T14:09:59.999000+00:00,2026-03-15T16:09:59.999000+00:00,268.463682,272.085572,55.649878,2,5.354254,194.744,0.6866,13.5367,24,struct_trail,0,13427.96,"{'breakout': False, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",4,-0.4452,1.5289,0.8135,8,AI,0.75,full_stack
8dfee359-c962-47a3-a17a-c76aec923206,RENDERUSDT,LONG,2026-03-15T18:39:59.999000+00:00,2026-03-15T19:39:59.999000+00:00,1.89938,1.867188,9380.235101,2,0.031818,-309.8464,-1.0,15.8991,12,stop_loss,0,13115.45,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-1.2377,0.1452,0.8029,7,L2,0.75,full_stack
986f00da-1dcf-4ed7-aacb-80db47b17890,RENDERUSDT,LONG,2026-03-15T21:44:59.999000+00:00,2026-03-15T22:14:59.999000+00:00,1.907381,1.877603,10029.979704,2,0.029402,-307.147,-1.0,17.0835,6,stop_loss,0,12434.78,"{'breakout': True, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",5,-1.4074,0.1231,0.8129,8,L2,0.75,full_stack
36097a9f-09b3-49b8-b6e4-c8c48ef526ae,FETUSDT,LONG,2026-03-16T01:09:59.999000+00:00,2026-03-16T01:34:59.999000+00:00,0.196639,0.193815,78119.203872,2,0.002786,-227.4507,-1.0,13.7259,5,stop_loss,0,12191.13,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.0911,0.0577,0.7624,5,AI,0.875,full_stack
072e0c73-5a60-4970-bc71-a8b4c06da72e,ZECUSDT,LONG,2026-03-16T01:24:59.999000+00:00,2026-03-16T03:34:59.999000+00:00,230.726136,231.204367,89.490514,2,3.645432,33.4864,0.1439,18.6023,26,vol_trail,0,12106.44,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.8301,1.3973,0.8054,7,OTHER,0.875,full_stack
28d08833-0e63-45e6-b718-3111c8f0f684,TAOUSDT,LONG,2026-03-16T03:34:59.999000+00:00,2026-03-16T06:09:59.999000+00:00,278.565702,273.706839,66.150436,2,4.804111,-329.5635,-1.0,16.4399,31,stop_loss,0,11750.84,"{'breakout': False, 'imb': True, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-1.1336,0.5879,0.8042,7,AI,0.875,full_stack
779a59e3-3006-47bb-936f-2a4a074690cd,ZECUSDT,LONG,2026-03-16T04:49:59.999000+00:00,2026-03-16T06:09:59.999000+00:00,237.917574,233.939117,53.849417,2,3.93166,-219.9064,-1.0,11.4341,16,stop_loss,0,11530.93,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.149,0.2906,0.7603,5,OTHER,0.875,full_stack
b3bbf5ba-ae9f-4dd6-bbbc-aff78cd6d75e,NEARUSDT,LONG,2026-03-16T05:24:59.999000+00:00,2026-03-16T06:29:59.999000+00:00,1.410282,1.392476,12069.370793,2,0.017527,-222.4659,-1.0,15.2224,13,stop_loss,0,11308.47,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.0431,0.4403,0.777,6,L1,0.875,full_stack
eb34e411-4769-4ecd-8fcd-9bbea5835c12,TAOUSDT,LONG,2026-03-16T08:49:59.999000+00:00,2026-03-16T10:54:59.999000+00:00,277.595508,285.038722,72.729229,2,4.125413,581.4498,1.8181,13.7496,25,vol_trail,1,11686.94,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.4449,3.6371,0.8248,8,AI,0.875,full_stack
dca76668-5d29-4e51-86ff-8f20f0c2a21a,NEARUSDT,LONG,2026-03-16T13:24:59.999000+00:00,2026-03-16T14:29:59.999000+00:00,1.410282,1.414717,13876.538638,2,0.014735,52.7083,0.3202,17.6405,13,expansion_decay,0,11724.75,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.1549,1.881,0.7881,6,L1,0.875,full_stack
c9596e4f-6ece-4639-a86a-c1362231c669,ZECUSDT,LONG,2026-03-16T16:04:59.999000+00:00,2026-03-16T18:24:59.999000+00:00,236.537298,257.914463,58.69007,2,3.471304,868.1378,6.1731,9.6529,28,vol_trail,1,12326.96,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.3593,8.1965,0.7843,6,OTHER,0.875,full_stack
1b4aa826-66ed-4f4f-95f0-70bd773b0872,ZECUSDT,LONG,2026-03-17T05:54:59.999000+00:00,2026-03-17T11:44:59.999000+00:00,268.723734,272.4455,69.168662,2,4.645581,248.9495,0.8129,16.8444,70,struct_trail,0,12481.67,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.9243,1.717,0.8045,7,OTHER,0.875,full_stack
2eb45712-a41b-4ba0-8c70-9b3bcbfbe88e,FETUSDT,LONG,2026-03-20T00:39:59.999000+00:00,2026-03-20T02:24:59.999000+00:00,0.215843,0.219456,81627.966422,2,0.003494,286.8558,1.0465,15.9897,21,expansion_decay,0,12942.72,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.1841,1.7619,0.8098,8,AI,0.75,full_stack
bdc347b1-ace3-470a-8906-6dc7ec994d07,QNTUSDT,LONG,2026-03-20T01:04:59.999000+00:00,2026-03-20T05:19:59.999000+00:00,75.455088,77.452351,402.398837,3,0.708412,705.671,2.8412,20.6759,51,vol_trail,1,13326.98,"{'breakout': False, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",4,-0.9812,4.1288,0.8113,8,OTHER,0.75,full_stack
9902a5e7-8a30-469f-a254-ad27f756a500,TAOUSDT,LONG,2026-03-20T04:09:59.999000+00:00,2026-03-20T05:49:59.999000+00:00,293.268642,301.529682,25.57104,1,7.587991,329.4408,1.0966,5.1095,20,expansion_decay,1,13430.87,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.6785,2.3249,0.7645,5,AI,0.75,full_stack
9f3ce515-d73f-4c4e-b453-3f8d6ede4e4d,FETUSDT,LONG,2026-03-20T03:49:59.999000+00:00,2026-03-20T06:34:59.999000+00:00,0.224745,0.235753,71157.22669,2,0.004093,887.9309,2.7013,10.971,33,struct_trail,1,13818.74,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.4019,4.2896,0.8148,8,AI,0.75,full_stack
ea326394-ebb1-4a05-9cd3-e62c18b04f7f,FETUSDT,LONG,2026-03-20T12:44:59.999000+00:00,2026-03-20T14:04:59.999000+00:00,0.224245,0.221158,67041.217161,2,0.003042,-213.5874,-1.0,13.4372,16,stop_loss,0,13474.92,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.0995,1.07,0.7793,6,AI,0.75,full_stack
2efbe10d-b663-47c2-9ec5-48b0eccc93e7,QNTUSDT,LONG,2026-03-20T19:44:59.999000+00:00,2026-03-20T20:34:59.999000+00:00,76.755348,77.693536,282.687904,2,0.715007,331.8584,1.3339,14.7057,10,vol_trail,1,13592.82,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.1334,2.8456,0.7587,5,OTHER,0.75,full_stack
eaed2f04-abc1-4f0c-a141-03dc8bce741e,TAOUSDT,LONG,2026-03-23T05:04:59.999000+00:00,2026-03-23T06:34:59.999000+00:00,276.835356,272.459392,46.311475,1,4.321462,-208.3355,-1.0,11.515,18,stop_loss,0,13213.35,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.2462,0.693,0.8209,8,AI,0.5,full_stack
d8a8f995-1d63-49b7-90a6-58de001853ee,TAOUSDT,LONG,2026-03-23T11:09:59.999000+00:00,2026-03-23T11:19:59.999000+00:00,285.787146,277.539993,24.190899,1,8.191634,-202.5273,-1.0,6.1323,2,stop_loss,0,13005.23,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-1.069,0.1774,0.8248,8,AI,0.5,full_stack
1f665bdc-c9e1-4d74-8030-cc3d21775766,FILUSDT,LONG,2026-03-23T18:34:59.999000+00:00,2026-03-23T21:49:59.999000+00:00,0.929186,0.930814,8489.624818,1,0.015192,10.2651,0.1194,7.1058,39,struct_trail,0,12895.72,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.8021,0.8435,0.7776,6,OTHER,0.5,full_stack
7dc92aef-5451-40c3-826d-65c02af919ca,TAOUSDT,LONG,2026-03-24T00:44:59.999000+00:00,2026-03-24T03:14:59.999000+00:00,297.85956,304.559076,50.121662,2,6.682465,328.9216,1.0117,13.5874,30,expansion_decay,0,13081.68,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.4878,1.727,0.8127,8,AI,0.875,full_stack
4874c4ca-976d-4f09-bc96-730288d84ebc,TAOUSDT,LONG,2026-03-24T07:54:59.999000+00:00,2026-03-24T09:19:59.999000+00:00,317.473482,310.354132,48.076124,2,7.057267,-348.985,-1.0,13.5826,17,stop_loss,0,12569.33,"{'breakout': True, 'imb': True, 'vol': False, 'body': False, 'impulse': True, 'momentum': True}",4,-1.1157,0.4983,0.8052,7,AI,0.875,full_stack
da4a2869-ba97-4d9e-a061-019ed1af0f79,QNTUSDT,LONG,2026-03-24T09:44:59.999000+00:00,2026-03-24T12:34:59.999000+00:00,73.26465,74.497283,240.61107,2,0.914186,383.1081,1.3646,11.9658,34,vol_trail,1,12702.93,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-0.4973,2.3249,0.7654,5,OTHER,0.875,full_stack
b75b3589-cde3-48a2-9051-2bee2ed17c98,TAOUSDT,LONG,2026-03-25T00:14:59.999000+00:00,2026-03-25T00:34:59.999000+00:00,341.858358,334.26543,25.024324,1,7.526061,-193.772,-1.0,7.6138,4,stop_loss,0,12358.02,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.0069,0.3018,0.7869,6,AI,0.75,full_stack
8b516acb-a11f-4504-b198-1a4bf1a22e22,TAOUSDT,LONG,2026-03-25T06:39:59.999000+00:00,2026-03-25T08:54:59.999000+00:00,341.278242,346.670652,36.339479,2,5.101071,289.774,1.0707,8.4154,27,expansion_decay,1,12447.58,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.5956,2.0999,0.7811,6,AI,0.75,full_stack
466f04f0-f70b-4979-a5a5-2e670972bc7a,TAOUSDT,LONG,2026-03-25T10:34:59.999000+00:00,2026-03-25T11:39:59.999000+00:00,356.17122,360.199294,40.186342,2,6.969298,381.866,0.5883,9.6978,13,vol_trail,1,12518.82,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-0.2814,2.1722,0.7916,7,AI,0.75,full_stack
a11a446a-c620-4700-8c01-540916e1f934,CHZUSDT,LONG,2026-03-28T06:19:59.999000+00:00,2026-03-28T08:59:59.999000+00:00,0.036167,0.037087,306251.902345,1,0.000401,265.7891,2.3133,7.5399,32,vol_trail,1,12407.11,"{'breakout': False, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",4,-0.4672,3.4253,0.7672,5,OTHER,0.5,full_stack
019b1630-159a-47dd-bd03-0313c3dc172b,CHZUSDT,LONG,2026-03-28T15:34:59.999000+00:00,2026-03-28T17:19:59.999000+00:00,0.040368,0.039383,191011.11793,1,0.000977,-191.5775,-1.0,6.855,21,stop_loss,0,12250.79,"{'breakout': True, 'imb': False, 'vol': True, 'body': False, 'impulse': True, 'momentum': True}",4,-1.0723,0.5749,0.8067,7,OTHER,0.5,full_stack
51a6687c-51b9-4911-899f-6d79d6881e69,CHZUSDT,LONG,2026-03-30T10:49:59.999000+00:00,2026-03-30T14:39:59.999000+00:00,0.043919,0.042785,166062.909285,1,0.001125,-191.4635,-1.0,6.4792,46,stop_loss,0,12261.58,"{'breakout': False, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",4,-1.2521,0.8454,0.8062,7,OTHER,0.5,full_stack
83a38df4-6e9f-4f96-9b0a-9d99ea5257fb,BNBUSDT,LONG,2026-04-04T06:14:59.999000+00:00,2026-04-04T07:39:59.999000+00:00,591.438264,590.074323,166.193796,9,1.245903,-270.8086,-1.0,88.362,17,stop_loss,0,11517.03,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': False, 'momentum': True}",4,-1.3069,0.7639,0.7651,5,OTHER,0.875,full_stack
a428625a-c1cb-4491-b208-ad3a3d08a680,ZECUSDT,LONG,2026-04-07T04:24:59.999000+00:00,2026-04-07T05:34:59.999000+00:00,255.961182,261.277734,73.427662,2,2.880484,620.7499,1.8639,12.7742,14,expansion_decay,1,11457.95,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.5246,4.0649,0.8177,8,OTHER,0.625,full_stack
34d4ec3e-6259-4f95-93a3-e7bc6875c77f,ZECUSDT,LONG,2026-04-07T09:04:59.999000+00:00,2026-04-07T10:09:59.999000+00:00,268.273644,264.761606,40.045206,1,3.459075,-145.4114,-1.0,9.7057,13,stop_loss,0,11160.83,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.2499,1.2363,0.7785,6,OTHER,0.625,full_stack
a4f9b27f-ed38-48af-9acc-5e03ea3c7808,NMRUSDT,LONG,2026-04-07T14:24:59.999000+00:00,2026-04-07T14:39:59.999000+00:00,8.032606,7.898813,1055.19655,1,0.132213,-144.9283,-1.0,7.5649,3,stop_loss,0,11012.08,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-1.2753,0.3282,0.7801,6,OTHER,0.625,full_stack
0fa98713-c9ae-4d57-a308-323a54355b91,ZECUSDT,LONG,2026-04-07T15:29:59.999000+00:00,2026-04-07T15:59:59.999000+00:00,271.014192,266.011203,27.809548,1,4.949776,-142.4598,-1.0,6.7205,6,stop_loss,0,10866.23,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-1.3039,0.0214,0.7851,6,OTHER,0.625,full_stack
c26cd870-3e9f-4cf6-baf8-bc04bb852e6c,WLDUSDT,LONG,2026-04-07T17:24:59.999000+00:00,2026-04-07T18:54:59.999000+00:00,0.245849,0.251764,83920.627741,2,0.00236,459.5549,2.528,14.3065,18,vol_trail,1,11100.1,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.1904,4.302,0.7888,7,AI,0.625,full_stack
624dcf2a-141a-4990-a414-5aa86a69d783,ZECUSDT,LONG,2026-04-08T12:34:59.999000+00:00,2026-04-08T13:44:59.999000+00:00,338.247636,331.156784,45.048925,2,7.024607,-326.1485,-1.0,13.5702,14,stop_loss,0,11722.27,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-1.0204,0.0687,0.7968,7,OTHER,0.875,full_stack
ba96961e-728f-46ea-85a1-d1e3433f512d,ZECUSDT,LONG,2026-04-08T18:34:59.999000+00:00,2026-04-08T18:54:59.999000+00:00,333.196626,328.26769,42.181449,2,4.863269,-214.1407,-1.0,12.5557,4,stop_loss,0,11501.81,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.1611,0.0007,0.7868,6,OTHER,0.875,full_stack
abc8ecf1-efc7-4c3e-98ce-56f9d5dd2208,ZECUSDT,LONG,2026-04-09T17:59:59.999000+00:00,2026-04-09T18:29:59.999000+00:00,335.387064,339.121679,34.43556,2,6.228771,1028.1588,0.6105,7.8247,6,vol_trail,1,11496.01,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.4202,9.0119,0.7945,7,OTHER,0.625,full_stack
1ea6a9d8-7294-4bde-9062-beb6710e1277,DASHUSDT,LONG,2026-04-10T02:04:59.999000+00:00,2026-04-10T03:14:59.999000+00:00,37.767552,38.275822,329.829085,2,0.909343,161.9614,0.5674,11.2866,14,vol_trail,0,11582.18,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.2942,1.9821,0.81,8,OTHER,0.875,full_stack
c3efcf10-8cd5-44d5-b803-06da7be5bd2b,ZECUSDT,LONG,2026-04-10T15:09:59.999000+00:00,2026-04-10T15:44:59.999000+00:00,386.157216,377.538395,23.461824,1,8.543298,-206.1992,-1.0,8.063,7,stop_loss,0,11243.52,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.1889,0.918,0.7727,6,OTHER,0.875,full_stack
66c010bf-b8a8-47dd-93d7-9ec6e2ac6531,DASHUSDT,LONG,2026-04-10T22:49:59.999000+00:00,2026-04-11T00:34:59.999000+00:00,45.289056,46.272,168.403833,1,1.172946,294.1228,0.8459,5.1854,21,vol_trail,1,11337.0,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.1868,2.1578,0.7698,5,OTHER,0.875,full_stack
c32446e8-29c0-4e6b-a256-03a05e5ef702,TONUSDT,LONG,2026-04-11T00:04:59.999000+00:00,2026-04-11T01:04:59.999000+00:00,1.310062,1.314271,47363.105436,6,0.006254,382.5856,0.715,41.9277,12,vol_trail,1,11422.67,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': False, 'momentum': True}",4,-0.5376,2.1168,0.7924,7,L1,0.875,full_stack
352455c5-19f1-45b4-9d9c-f71582c32077,TONUSDT,LONG,2026-04-11T07:24:59.999000+00:00,2026-04-11T08:24:59.999000+00:00,1.315163,1.328134,35194.017083,5,0.008515,603.7657,1.5545,31.3457,12,expansion_decay,1,11639.17,"{'breakout': False, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",4,-0.1013,2.858,0.8231,8,L1,0.875,full_stack
b4070b69-1f9d-478b-a8a3-99474eb9720d,TONUSDT,LONG,2026-04-11T13:54:59.999000+00:00,2026-04-11T14:14:59.999000+00:00,1.418484,1.394386,12987.002101,2,0.023819,-321.1027,-1.0,16.4388,4,stop_loss,0,11454.65,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.1371,0.1392,0.8163,8,L1,0.875,full_stack
a94fc828-e09d-41a6-86f8-914c0aca6e42,WLDUSDT,LONG,2026-04-13T01:14:59.999000+00:00,2026-04-13T02:04:59.999000+00:00,0.295159,0.29703,27490.627577,1,0.004135,47.7556,0.4668,7.3258,10,vol_trail,0,11411.62,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-0.2319,1.6302,0.7821,6,AI,0.5,full_stack
6490e469-c87a-4cf9-80f0-6ecdf0c9bfe6,ENAUSDT,LONG,2026-04-13T04:29:59.999000+00:00,2026-04-13T05:34:59.999000+00:00,0.093919,0.09267,139150.04724,2,0.00123,-179.5566,-1.0,11.6837,13,stop_loss,0,11226.18,"{'breakout': True, 'imb': True, 'vol': True, 'body': False, 'impulse': True, 'momentum': True}",5,-1.1533,0.7164,0.8099,8,OTHER,0.5,full_stack
08ea9c37-7eba-4df5-8074-339281a2dd5b,TONUSDT,LONG,2026-04-13T13:39:59.999000+00:00,2026-04-13T15:04:59.999000+00:00,1.421884,1.436413,14970.304252,2,0.011238,297.1428,1.3183,14.417,17,expansion_decay,1,11367.15,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-0.3723,2.2971,0.8211,8,L1,0.5,full_stack
b96492cd-e113-42e5-beb8-a81d793812ba,ENAUSDT,LONG,2026-04-13T18:34:59.999000+00:00,2026-04-13T19:14:59.999000+00:00,0.094829,0.095239,79069.383497,1,0.001437,29.0037,0.2983,6.7628,8,vol_trail,0,11388.71,"{'breakout': False, 'imb': True, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-0.1732,1.288,0.7632,5,OTHER,0.5,full_stack
