n,full_avg,full_R,wr,test_n,test_avg,test_wr,experiment
479,-0.10863486430062631,-52.036100000000005,0.23799582463465555,192,-0.04196510416666668,0.2708333333333333,session_14_22
304,-0.06044802631578947,-18.3762,0.28618421052631576,122,-0.08397459016393442,0.2540983606557377,imb_and_vol
758,-0.1137197889182058,-86.1996,0.24274406332453827,304,-0.10651546052631577,0.22697368421052633,chase_max_1.0
752,-0.12098563829787234,-90.9812,0.23670212765957446,301,-0.11198239202657806,0.21926910299003322,chase_max_0.5
759,-0.11159683794466403,-84.702,0.24242424242424243,304,-0.11230427631578949,0.22697368421052633,baseline
496,-0.1147483870967742,-56.9152,0.25201612903225806,199,-0.12278793969849246,0.23618090452261306,chase0.5_casc3_vol1
700,-0.13264785714285715,-92.8535,0.24142857142857144,280,-0.12284571428571428,0.24285714285714285,cascade_max_3
553,-0.06707703435804702,-37.0936,0.25678119349005424,222,-0.14386396396396398,0.23423423423423423,vol_z_min_1
