symbol,entry_time,exit_time,entry_price,exit_price,pnl_r,pnl_usd,exit_reason,decile,aggression,candles_held,mae,mfe,risk_pct,entry_atr,equity_after,atr_mult,vol_z_at_entry
NMRUSDT,2026-02-02T00:44:59.999000+00:00,2026-02-02T02:59:59.999000+00:00,8.855770799999998,8.85808517142857,-0.0062,-2.48,vol_trail,1,52.7,27,-0.2476,0.494,0.04,0.06742857142857137,9991.61,4.0,0.17941895044929254
NMRUSDT,2026-02-02T07:19:59.999000+00:00,2026-02-02T08:59:59.999000+00:00,9.1208238,9.237580685714287,0.2801,111.95,vol_trail,2,68.2,20,-0.308,0.8089,0.04,0.1005,10099.48,4.0,4.927603585043651
NMRUSDT,2026-02-02T15:39:59.999000+00:00,2026-02-02T17:49:59.999000+00:00,9.352870200000002,9.506384057142856,0.6293,254.23,vol_trail,1,61.9,26,0.0,1.1813,0.04,0.059285714285714164,10346.53,4.0,-0.5517719681469381
UNIUSDT,2026-02-13T01:49:59.999000+00:00,2026-02-13T07:44:59.999000+00:00,3.2786556,3.292912714285715,0.2214,91.61,vol_trail,1,59.2,71,-0.4619,0.855,0.04,0.01442857142857133,10427.56,4.0,-0.31051556412984066
UNIUSDT,2026-02-13T13:04:59.999000+00:00,2026-02-13T13:29:59.999000+00:00,3.3436686,3.3562214785714284,0.2446,102.03,vol_trail,9,82.8,5,-0.1256,0.4504,0.04,0.011285714285714375,10515.69,4.0,5.649507478001635
BNBUSDT,2026-02-13T14:29:59.999000+00:00,2026-02-13T18:19:59.999000+00:00,598.739724,614.0200285714285,1.8517,778.87,vol_trail,2,68.6,46,0.0,2.3276,0.04,2.0257142857142867,11280.58,4.0,3.9489241811713396
ZECUSDT,2026-02-14T19:19:59.999000+00:00,2026-02-14T20:09:59.999000+00:00,298.51969199999996,308.63254685714287,1.0014,451.86,vol_trail,1,61.6,10,-0.0542,2.0051,0.04,2.489999999999997,11726.35,4.0,0.49832997265590595
TAOUSDT,2026-02-16T00:44:59.999000+00:00,2026-02-16T03:29:59.999000+00:00,186.307254,189.93379135714287,1.337,627.11,vol_trail,8,82.1,33,-0.0971,1.7529,0.04,0.6621428571428579,12338.61,4.0,2.0051426079509613
ZECUSDT,2026-02-16T12:29:59.999000+00:00,2026-02-16T13:04:59.999000+00:00,299.019792,302.42807371428574,0.3521,173.76,vol_trail,3,72.8,7,-0.1764,0.7144,0.04,2.3235714285714346,12505.23,4.0,2.7018968573505773
TAOUSDT,2026-02-16T19:34:59.999000+00:00,2026-02-16T19:49:59.999000+00:00,192.698532,193.09851542857143,0.0742,37.14,vol_trail,3,72.0,3,-0.04,0.4675,0.04,1.0542857142857156,12532.08,4.0,0.14665918966278596
DOTUSDT,2026-02-25T01:09:59.999000+00:00,2026-02-25T01:14:59.999000+00:00,1.2442488,1.264318514285714,1.3126,657.96,vol_trail,5,75.8,1,0.0,1.9352,0.04,0.0037142857142857494,13149.53,4.0,3.5814344994456833
