uuid,symbol,side,entry_time,exit_time,entry_price,exit_price,quantity,leverage,stop_dist,pnl_usd,pnl_r,fees,hold,exit_reason,tp1,equity_after,conf,conf_count,mae,mfe,aggression_score,aggression_decile,sector,regime_score,label
7d2e02c6-271b-43e7-89cb-0b8e4c4dc803,PENDLEUSDT,LONG,2026-04-17T06:54:59.999000+00:00,2026-04-17T07:49:59.999000+00:00,1.274255,1.303939,10485.45983,2,0.017915,365.6426,1.6715,9.0888,11,expansion_decay,1,12426.8,"{'breakout': False, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",4,-0.1259,2.5814,0.8717,10,DEFI,1.0,agg_correlation
196458b8-0e13-454e-a69a-77b97e55e9a6,ENAUSDT,LONG,2026-04-17T07:39:59.999000+00:00,2026-04-17T09:04:59.999000+00:00,0.111562,0.112757,212649.04129,2,0.001129,243.3545,1.0784,21.9001,17,expansion_decay,0,12646.36,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.4183,1.7868,0.7876,6,OTHER,1.0,agg_correlation
3190eb96-5626-476c-a4ef-4fc536a48f41,XLMUSDT,LONG,2026-04-17T08:34:59.999000+00:00,2026-04-17T09:34:59.999000+00:00,0.167513,0.168236,117233.080502,2,0.001059,75.8666,0.7145,17.7124,12,expansion_decay,0,12667.12,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.3339,1.5835,0.6982,2,L1,1.0,agg_correlation
c490a5fa-bba5-4441-b029-5759d73597b7,SOLUSDT,LONG,2026-04-17T09:29:59.999000+00:00,2026-04-17T09:34:59.999000+00:00,89.397876,88.665015,353.538168,3,0.715125,-273.2003,-1.0,28.3284,1,stop_loss,0,12393.92,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-1.6191,0.0449,0.7598,5,OTHER,1.0,agg_correlation
8afce6a7-1312-4412-a1a8-73eeac6ebd2e,BNBUSDT,LONG,2026-04-17T09:29:59.999000+00:00,2026-04-17T09:34:59.999000+00:00,635.056986,631.525644,74.081551,4,3.405012,-282.6603,-1.0,42.2237,1,stop_loss,0,12111.26,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-1.353,0.0214,0.7315,3,OTHER,1.0,agg_correlation
f2725786-e6c0-4a46-9b8e-3add2063473d,XRPUSDT,LONG,2026-04-17T09:29:59.999000+00:00,2026-04-17T09:39:59.999000+00:00,1.457191,1.445516,22178.430314,3,0.011387,-273.3792,-1.0,28.9699,2,stop_loss,0,11837.88,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.0092,0.0535,0.7624,5,OTHER,1.0,agg_correlation
d8deb738-b82e-4b17-9c25-634576150586,ADAUSDT,LONG,2026-04-17T08:34:59.999000+00:00,2026-04-17T10:29:59.999000+00:00,0.257552,0.255575,129054.136648,3,0.001926,-269.9762,-1.0,29.7995,23,stop_loss,0,11567.91,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.0653,1.1676,0.755,5,L1,1.0,agg_correlation
0321a452-0b7a-481a-b160-f433b2562058,1000PEPEUSDT,LONG,2026-04-17T09:24:59.999000+00:00,2026-04-17T10:34:59.999000+00:00,0.003925,0.003881,2922562.70381,1,4.3e-05,-133.8369,-1.0,10.2665,14,stop_loss,0,11434.07,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.3539,0.9663,0.682,1,MEME,1.0,agg_correlation
967722ad-1c85-40a7-9279-6a903abcc688,ARBUSDT,LONG,2026-04-17T11:24:59.999000+00:00,2026-04-17T11:59:59.999000+00:00,0.132326,0.133773,116494.775371,2,0.001963,161.5296,0.7506,13.9497,7,expansion_decay,0,11588.66,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.1663,1.2601,0.7412,4,L2,1.0,agg_correlation
37da3c12-b05d-4cd3-ae75-ffe60bd62c5c,PENDLEUSDT,LONG,2026-04-17T12:14:59.999000+00:00,2026-04-17T12:49:59.999000+00:00,1.344669,1.353961,7475.442474,1,0.023253,64.911,0.4113,9.0781,7,vol_trail,0,11649.05,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.5921,1.7774,0.8655,10,DEFI,1.0,agg_correlation
8b2a4dc0-bc55-4336-bf3b-11871359f208,ETHUSDT,LONG,2026-04-17T12:49:59.999000+00:00,2026-04-17T13:09:59.999000+00:00,2370.584022,2371.36636,10.465277,3,16.660994,-2.9803,0.0754,22.3316,4,vol_trail,0,11597.55,"{'breakout': False, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",4,-0.3147,1.4559,0.8405,9,OTHER,1.0,agg_correlation
fa57352f-f0e4-4b16-968d-be569698a895,1000PEPEUSDT,LONG,2026-04-17T12:49:59.999000+00:00,2026-04-17T13:24:59.999000+00:00,0.003985,0.004038,7258892.443251,3,4.8e-05,372.9511,1.1229,26.2051,7,expansion_decay,0,11913.91,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-0.4116,1.6198,0.7897,7,MEME,1.0,agg_correlation
f28d95e7-baca-4edd-b5ec-77611fb0ebdb,ADAUSDT,LONG,2026-04-17T12:49:59.999000+00:00,2026-04-17T13:29:59.999000+00:00,0.259952,0.263047,101796.773965,3,0.002289,398.2824,1.3755,17.9329,8,expansion_decay,1,12065.43,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.1975,2.1183,0.7843,6,L1,1.0,agg_correlation
8dffee0f-4bd9-445b-956d-f715a701ac16,XLMUSDT,LONG,2026-04-17T12:54:59.999000+00:00,2026-04-17T13:34:59.999000+00:00,0.170774,0.172026,161769.864273,3,0.001436,189.9224,0.8956,24.9546,8,expansion_decay,0,12255.35,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-0.2954,1.4249,0.7781,6,L1,1.0,agg_correlation
db289199-86ca-455f-86e0-2aaad7b39c67,BNBUSDT,LONG,2026-04-17T13:09:59.999000+00:00,2026-04-17T14:04:59.999000+00:00,639.997974,642.02157,85.77881,5,4.011558,148.7993,0.5365,49.7233,11,expansion_decay,0,12404.15,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-0.6052,1.1073,0.8166,8,OTHER,1.0,agg_correlation
9ea61e12-98a4-46fa-8ab9-5be3793e5cde,XRPUSDT,LONG,2026-04-17T13:09:59.999000+00:00,2026-04-17T15:04:59.999000+00:00,1.464593,1.489002,26389.808729,4,0.013184,703.9002,1.874,26.2339,23,expansion_decay,1,12717.39,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-0.2422,3.3834,0.8087,8,OTHER,1.0,agg_correlation
