rule,symbol,ts,entry_time,side,tier,share,pnl_r,exit_reason
squeeze_long,RENDERUSDT,1767970800,2026-01-09T16:00:00+00:00,long,0.2,0.3096,-0.105,time
squeeze_long,ADAUSDT,1767970800,2026-01-09T16:00:00+00:00,long,0.35,0.4563,-0.6422,time
cascade_short,XLMUSDT,1767992400,2026-01-09T22:00:00+00:00,short,0.35,0.5371,0.3389,time
squeeze_long,RENDERUSDT,1767996000,2026-01-09T23:00:00+00:00,long,0.2,0.2149,-1.0514,stop
cascade_short,CHZUSDT,1768006800,2026-01-10T02:00:00+00:00,short,0.1,0.1585,-1.2059,stop
cascade_short,RENDERUSDT,1768014000,2026-01-10T04:00:00+00:00,short,0.2,0.2047,-1.0858,stop
cascade_short,CHZUSDT,1768032000,2026-01-10T09:00:00+00:00,short,0.1,0.1777,-1.114,stop
cascade_short,XLMUSDT,1768060800,2026-01-10T17:00:00+00:00,short,0.1,0.1575,-1.3125,stop
squeeze_long,CHZUSDT,1768064400,2026-01-10T18:00:00+00:00,long,0.35,1.3213,0.7616,time
squeeze_long,CHZUSDT,1768078800,2026-01-10T22:00:00+00:00,long,0.2,0.2711,-1.0466,stop
cascade_short,ARBUSDT,1768082400,2026-01-10T23:00:00+00:00,short,0.35,0.6821,-1.1867,stop
cascade_short,XLMUSDT,1768082400,2026-01-10T23:00:00+00:00,short,0.35,0.7779,-1.2872,stop
cascade_short,CHZUSDT,1768093200,2026-01-11T02:00:00+00:00,short,0.1,0.1173,0.5308,time
squeeze_long,RENDERUSDT,1768140000,2026-01-11T15:00:00+00:00,long,0.2,0.2779,0.4994,time
cascade_short,XLMUSDT,1768143600,2026-01-11T16:00:00+00:00,short,0.2,0.2949,-1.129,stop
squeeze_long,ADAUSDT,1768147200,2026-01-11T17:00:00+00:00,long,0.2,0.2533,-1.1297,stop
squeeze_long,RENDERUSDT,1768158000,2026-01-11T20:00:00+00:00,long,0.2,0.2349,-1.0449,stop
cascade_short,ARBUSDT,1768161600,2026-01-11T21:00:00+00:00,short,0.2,0.2878,-1.1264,stop
cascade_short,XLMUSDT,1768161600,2026-01-11T21:00:00+00:00,short,0.2,0.3306,-1.1223,stop
cascade_short,CHZUSDT,1768176000,2026-01-12T01:00:00+00:00,short,0.2,0.2029,-1.067,stop
cascade_short,XLMUSDT,1768204800,2026-01-12T09:00:00+00:00,short,0.2,0.24,-1.1222,stop
cascade_short,XLMUSDT,1768226400,2026-01-12T15:00:00+00:00,short,0.35,0.4974,-1.0931,stop
squeeze_long,CHZUSDT,1768269600,2026-01-13T03:00:00+00:00,long,0.35,1.3607,-0.0313,time
squeeze_long,ENAUSDT,1768280400,2026-01-13T06:00:00+00:00,long,0.2,0.3057,1.2193,time
squeeze_long,ADAUSDT,1768280400,2026-01-13T06:00:00+00:00,long,0.35,0.7948,0.3945,time
squeeze_long,FILUSDT,1768305600,2026-01-13T13:00:00+00:00,long,0.2,0.2417,-0.3009,time
squeeze_long,ENAUSDT,1768309200,2026-01-13T14:00:00+00:00,long,0.35,0.66,1.3403,time
squeeze_long,WLDUSDT,1768312800,2026-01-13T15:00:00+00:00,long,0.35,0.4568,2.9681,time
squeeze_long,ADAUSDT,1768312800,2026-01-13T15:00:00+00:00,long,0.2,0.345,4.009,time
squeeze_long,NEARUSDT,1768312800,2026-01-13T15:00:00+00:00,long,0.2,0.3274,2.5774,time
squeeze_long,ARBUSDT,1768312800,2026-01-13T15:00:00+00:00,long,0.2,0.2769,4.1949,time
squeeze_long,DOTUSDT,1768316400,2026-01-13T16:00:00+00:00,long,0.2,0.251,0.6862,time
squeeze_long,ADAUSDT,1768341600,2026-01-13T23:00:00+00:00,long,0.35,0.4234,0.2619,time
squeeze_long,1000LUNCUSDT,1768341600,2026-01-13T23:00:00+00:00,long,0.35,0.4088,0.2116,time
squeeze_long,FETUSDT,1768341600,2026-01-13T23:00:00+00:00,long,0.35,0.7251,-1.0501,stop
squeeze_long,ENAUSDT,1768341600,2026-01-13T23:00:00+00:00,long,0.35,1.5699,0.6402,time
squeeze_long,XLMUSDT,1768341600,2026-01-13T23:00:00+00:00,long,0.35,0.4152,1.0346,time
squeeze_long,NEARUSDT,1768341600,2026-01-13T23:00:00+00:00,long,0.2,0.2445,-1.0694,stop
squeeze_long,WLDUSDT,1768341600,2026-01-13T23:00:00+00:00,long,0.2,0.3224,-1.0557,stop
cascade_short,FETUSDT,1768356000,2026-01-14T03:00:00+00:00,short,0.1,0.1506,-1.1056,stop
cascade_short,FETUSDT,1768384800,2026-01-14T11:00:00+00:00,short,0.1,0.1153,-1.0914,stop
cascade_short,FETUSDT,1768413600,2026-01-14T19:00:00+00:00,short,0.2,0.2151,-1.0582,stop
cascade_short,ARBUSDT,1768413600,2026-01-14T19:00:00+00:00,short,0.35,0.3704,-1.0762,stop
squeeze_long,XLMUSDT,1768438800,2026-01-15T02:00:00+00:00,long,0.2,0.302,-1.1378,stop
cascade_short,FETUSDT,1768438800,2026-01-15T02:00:00+00:00,short,0.1,0.1529,1.2571,time
squeeze_long,FILUSDT,1768438800,2026-01-15T02:00:00+00:00,long,0.2,0.263,-1.0335,stop
cascade_short,RENDERUSDT,1768446000,2026-01-15T04:00:00+00:00,short,0.1,0.116,-1.0743,stop
cascade_short,CHZUSDT,1768449600,2026-01-15T05:00:00+00:00,short,0.1,0.1458,-1.117,stop
cascade_short,CHZUSDT,1768485600,2026-01-15T15:00:00+00:00,short,0.2,0.2767,-1.0819,stop
cascade_short,XLMUSDT,1768489200,2026-01-15T16:00:00+00:00,short,0.35,0.4056,0.459,time
cascade_short,RENDERUSDT,1768489200,2026-01-15T16:00:00+00:00,short,0.1,0.1183,0.3874,time
cascade_short,ARBUSDT,1768489200,2026-01-15T16:00:00+00:00,short,0.2,0.2296,0.025,time
cascade_short,FETUSDT,1768489200,2026-01-15T16:00:00+00:00,short,0.2,0.2418,0.222,time
cascade_short,APTUSDT,1768503600,2026-01-15T20:00:00+00:00,short,0.35,0.3586,-0.4276,time
cascade_short,1000LUNCUSDT,1768503600,2026-01-15T20:00:00+00:00,short,0.35,1.6267,0.6301,time
cascade_short,CHZUSDT,1768507200,2026-01-15T21:00:00+00:00,short,0.1,0.1178,-0.5113,time
squeeze_long,ICPUSDT,1768525200,2026-01-16T02:00:00+00:00,long,0.2,0.2618,-1.0466,stop
squeeze_long,TONUSDT,1768525200,2026-01-16T02:00:00+00:00,long,0.2,0.2934,2.2812,time
cascade_short,FILUSDT,1768536000,2026-01-16T05:00:00+00:00,short,0.1,0.1841,-1.0986,stop
cascade_short,FILUSDT,1768557600,2026-01-16T11:00:00+00:00,short,0.1,0.1831,-1.1537,stop
cascade_short,TONUSDT,1768557600,2026-01-16T11:00:00+00:00,short,0.2,0.2291,0.7691,time
cascade_short,1000LUNCUSDT,1768564800,2026-01-16T13:00:00+00:00,short,0.1,0.1215,-1.1856,stop
cascade_short,FETUSDT,1768575600,2026-01-16T16:00:00+00:00,short,0.1,0.1157,-1.0532,stop
cascade_short,ARBUSDT,1768575600,2026-01-16T16:00:00+00:00,short,0.1,0.1907,-1.0709,stop
cascade_short,XLMUSDT,1768575600,2026-01-16T16:00:00+00:00,short,0.35,1.4185,-1.0883,stop
cascade_short,FILUSDT,1768575600,2026-01-16T16:00:00+00:00,short,0.35,0.483,-1.0661,stop
squeeze_long,ADAUSDT,1768593600,2026-01-16T21:00:00+00:00,long,0.2,0.2639,0.2313,time
cascade_short,CHZUSDT,1768622400,2026-01-17T05:00:00+00:00,short,0.1,0.1364,-1.1031,stop
squeeze_long,APTUSDT,1768633200,2026-01-17T08:00:00+00:00,long,0.2,0.2857,2.0941,time
squeeze_long,ENAUSDT,1768636800,2026-01-17T09:00:00+00:00,long,0.2,0.3183,-1.2171,stop
squeeze_long,FILUSDT,1768644000,2026-01-17T11:00:00+00:00,long,0.2,0.2273,-1.0982,stop
squeeze_long,ADAUSDT,1768658400,2026-01-17T15:00:00+00:00,long,0.2,0.3459,-1.1632,stop
cascade_short,1000LUNCUSDT,1768687200,2026-01-17T23:00:00+00:00,short,0.1,0.1229,1.8935,time
cascade_short,XLMUSDT,1768687200,2026-01-17T23:00:00+00:00,short,0.35,1.0259,-1.1642,stop
cascade_short,FETUSDT,1768687200,2026-01-17T23:00:00+00:00,short,0.2,0.2016,1.1864,time
cascade_short,FILUSDT,1768698000,2026-01-18T02:00:00+00:00,short,0.1,0.1284,0.0988,time
cascade_short,ARBUSDT,1768701600,2026-01-18T03:00:00+00:00,short,0.1,0.1561,-0.3406,time
cascade_short,1000LUNCUSDT,1768701600,2026-01-18T03:00:00+00:00,short,0.1,0.1046,0.8798,time
cascade_short,XLMUSDT,1768708800,2026-01-18T05:00:00+00:00,short,0.1,0.1047,1.8437,time
cascade_short,FETUSDT,1768719600,2026-01-18T08:00:00+00:00,short,0.1,0.1122,-0.021,time
cascade_short,CHZUSDT,1768734000,2026-01-18T12:00:00+00:00,short,0.1,0.1927,-0.6173,time
cascade_short,1000LUNCUSDT,1768744800,2026-01-18T15:00:00+00:00,short,0.1,0.1795,-1.1287,stop
cascade_short,1000LUNCUSDT,1768759200,2026-01-18T19:00:00+00:00,short,0.1,0.1568,-1.1532,stop
squeeze_long,ARBUSDT,1768766400,2026-01-18T21:00:00+00:00,long,0.2,0.3233,-1.1344,stop
cascade_short,XLMUSDT,1768777200,2026-01-19T00:00:00+00:00,short,0.35,1.9717,1.0571,time
cascade_short,FILUSDT,1768777200,2026-01-19T00:00:00+00:00,short,0.35,2.3468,1.3226,time
cascade_short,CHZUSDT,1768777200,2026-01-19T00:00:00+00:00,short,0.2,0.3498,-1.077,stop
cascade_short,1000LUNCUSDT,1768777200,2026-01-19T00:00:00+00:00,short,0.35,1.878,0.7691,time
cascade_short,FETUSDT,1768777200,2026-01-19T00:00:00+00:00,short,0.35,6.0468,0.8825,time
cascade_short,ARBUSDT,1768780800,2026-01-19T01:00:00+00:00,short,0.35,3.7715,-0.0049,time
cascade_short,PENDLEUSDT,1768780800,2026-01-19T01:00:00+00:00,short,0.35,0.6297,-0.0579,time
cascade_short,APTUSDT,1768780800,2026-01-19T01:00:00+00:00,short,0.35,3.1357,0.005,time
cascade_short,RUNEUSDT,1768780800,2026-01-19T01:00:00+00:00,short,0.35,1.1479,-0.5001,time
squeeze_long,ADAUSDT,1768780800,2026-01-19T01:00:00+00:00,long,0.2,0.2886,0.3622,time
squeeze_long,ENAUSDT,1768780800,2026-01-19T01:00:00+00:00,long,0.35,0.9632,0.1435,time
cascade_short,TONUSDT,1768780800,2026-01-19T01:00:00+00:00,short,0.35,1.7999,-0.1641,time
cascade_short,ICPUSDT,1768816800,2026-01-19T11:00:00+00:00,short,0.1,0.1146,1.2417,time
cascade_short,APTUSDT,1768824000,2026-01-19T13:00:00+00:00,short,0.1,0.123,-1.1032,stop
cascade_short,FILUSDT,1768888800,2026-01-20T07:00:00+00:00,short,0.1,0.1603,0.345,time
cascade_short,APTUSDT,1768896000,2026-01-20T09:00:00+00:00,short,0.35,0.3691,-1.0934,stop
cascade_short,CHZUSDT,1768899600,2026-01-20T10:00:00+00:00,short,0.1,0.1899,-1.0973,stop
cascade_short,FILUSDT,1768914000,2026-01-20T14:00:00+00:00,short,0.2,0.2834,-1.0981,stop
cascade_short,1000LUNCUSDT,1768914000,2026-01-20T14:00:00+00:00,short,0.1,0.1376,-1.1498,stop
cascade_short,APTUSDT,1768914000,2026-01-20T14:00:00+00:00,short,0.2,0.3293,-1.1204,stop
squeeze_long,ADAUSDT,1768917600,2026-01-20T15:00:00+00:00,long,0.2,0.2508,-1.0787,stop
cascade_short,ARBUSDT,1768921200,2026-01-20T16:00:00+00:00,short,0.1,0.138,1.2937,time
cascade_short,FETUSDT,1768921200,2026-01-20T16:00:00+00:00,short,0.1,0.1156,0.8929,time
cascade_short,XLMUSDT,1768924800,2026-01-20T17:00:00+00:00,short,0.1,0.1352,-0.6331,time
cascade_short,APTUSDT,1768928400,2026-01-20T18:00:00+00:00,short,0.2,0.3276,-1.0949,stop
cascade_short,RUNEUSDT,1768928400,2026-01-20T18:00:00+00:00,short,0.1,0.1017,-0.6909,time
cascade_short,ICPUSDT,1768928400,2026-01-20T18:00:00+00:00,short,0.1,0.1364,-1.0545,stop
cascade_short,FILUSDT,1768928400,2026-01-20T18:00:00+00:00,short,0.2,0.2035,-1.0812,stop
cascade_short,1000LUNCUSDT,1768928400,2026-01-20T18:00:00+00:00,short,0.1,0.1369,-1.1075,stop
cascade_short,DOTUSDT,1768932000,2026-01-20T19:00:00+00:00,short,0.1,0.1563,-1.105,stop
cascade_short,CHZUSDT,1768946400,2026-01-20T23:00:00+00:00,short,0.35,0.4318,-1.0581,stop
cascade_short,XLMUSDT,1768946400,2026-01-20T23:00:00+00:00,short,0.1,0.1536,-1.115,stop
cascade_short,FETUSDT,1768946400,2026-01-20T23:00:00+00:00,short,0.2,0.222,-1.0796,stop
cascade_short,ARBUSDT,1768946400,2026-01-20T23:00:00+00:00,short,0.2,0.2199,-1.079,stop
cascade_short,1000LUNCUSDT,1768946400,2026-01-20T23:00:00+00:00,short,0.35,0.4056,-1.0865,stop
squeeze_long,WLDUSDT,1768971600,2026-01-21T06:00:00+00:00,long,0.35,5.4784,-1.1831,stop
cascade_short,ARBUSDT,1768996800,2026-01-21T13:00:00+00:00,short,0.1,0.1679,-1.0909,stop
cascade_short,FETUSDT,1768996800,2026-01-21T13:00:00+00:00,short,0.1,0.1264,-1.0774,stop
cascade_short,XLMUSDT,1768996800,2026-01-21T13:00:00+00:00,short,0.35,0.8206,-1.1186,stop
cascade_short,1000LUNCUSDT,1768996800,2026-01-21T13:00:00+00:00,short,0.1,0.1788,-1.1123,stop
cascade_short,ARBUSDT,1769011200,2026-01-21T17:00:00+00:00,short,0.2,0.2804,-1.0518,stop
cascade_short,RENDERUSDT,1769011200,2026-01-21T17:00:00+00:00,short,0.2,0.2555,-1.029,stop
cascade_short,1000LUNCUSDT,1769011200,2026-01-21T17:00:00+00:00,short,0.1,0.1667,-1.0797,stop
cascade_short,XLMUSDT,1769011200,2026-01-21T17:00:00+00:00,short,0.35,0.4319,-1.0599,stop
cascade_short,FILUSDT,1769011200,2026-01-21T17:00:00+00:00,short,0.35,0.3641,-1.0607,stop
squeeze_long,ENAUSDT,1769022000,2026-01-21T20:00:00+00:00,long,0.35,1.762,-1.0541,stop
cascade_short,CHZUSDT,1769068800,2026-01-22T09:00:00+00:00,short,0.2,0.2254,-1.087,stop
cascade_short,ARBUSDT,1769083200,2026-01-22T13:00:00+00:00,short,0.1,0.1447,2.0496,time
cascade_short,XLMUSDT,1769090400,2026-01-22T15:00:00+00:00,short,0.1,0.1208,-1.114,stop
cascade_short,RUNEUSDT,1769094000,2026-01-22T16:00:00+00:00,short,0.2,0.2265,-0.2709,time
cascade_short,1000LUNCUSDT,1769112000,2026-01-22T21:00:00+00:00,short,0.1,0.1303,-1.1683,stop
cascade_short,ARBUSDT,1769119200,2026-01-22T23:00:00+00:00,short,0.1,0.1171,-1.1372,stop
squeeze_long,CHZUSDT,1769130000,2026-01-23T02:00:00+00:00,long,0.2,0.2265,-1.0848,stop
cascade_short,FETUSDT,1769176800,2026-01-23T15:00:00+00:00,short,0.1,0.1206,-1.0804,stop
cascade_short,ARBUSDT,1769176800,2026-01-23T15:00:00+00:00,short,0.1,0.1008,-1.0733,stop
cascade_short,APTUSDT,1769176800,2026-01-23T15:00:00+00:00,short,0.1,0.1283,-1.0807,stop
cascade_short,CHZUSDT,1769176800,2026-01-23T15:00:00+00:00,short,0.35,0.5728,-1.0649,stop
squeeze_long,WLDUSDT,1769187600,2026-01-23T18:00:00+00:00,long,0.35,0.6413,-1.0743,stop
cascade_short,FETUSDT,1769194800,2026-01-23T20:00:00+00:00,short,0.35,1.1799,0.1247,time
cascade_short,XLMUSDT,1769194800,2026-01-23T20:00:00+00:00,short,0.2,0.3248,0.109,time
cascade_short,CHZUSDT,1769198400,2026-01-23T21:00:00+00:00,short,0.1,0.1453,-0.4147,time
cascade_short,APTUSDT,1769198400,2026-01-23T21:00:00+00:00,short,0.2,0.3088,-1.1071,stop
cascade_short,1000LUNCUSDT,1769230800,2026-01-24T06:00:00+00:00,short,0.1,0.133,-1.339,stop
cascade_short,FETUSDT,1769270400,2026-01-24T17:00:00+00:00,short,0.1,0.1185,-1.1382,stop
cascade_short,FILUSDT,1769295600,2026-01-25T00:00:00+00:00,short,0.1,0.1207,-1.1993,stop
cascade_short,ARBUSDT,1769299200,2026-01-25T01:00:00+00:00,short,0.1,0.1302,2.2212,time
cascade_short,1000LUNCUSDT,1769310000,2026-01-25T04:00:00+00:00,short,0.1,0.1322,-1.1773,stop
cascade_short,ARBUSDT,1769313600,2026-01-25T05:00:00+00:00,short,0.1,0.1263,-1.1857,stop
cascade_short,FILUSDT,1769328000,2026-01-25T09:00:00+00:00,short,0.1,0.191,-1.1308,stop
cascade_short,1000LUNCUSDT,1769328000,2026-01-25T09:00:00+00:00,short,0.35,0.4255,2.1498,time
cascade_short,CHZUSDT,1769338800,2026-01-25T12:00:00+00:00,short,0.1,0.1316,-1.1312,stop
cascade_short,XLMUSDT,1769342400,2026-01-25T13:00:00+00:00,short,0.1,0.1232,6.4251,time
cascade_short,FILUSDT,1769349600,2026-01-25T15:00:00+00:00,short,0.1,0.1117,3.2205,time
cascade_short,ARBUSDT,1769349600,2026-01-25T15:00:00+00:00,short,0.1,0.1417,4.1792,time
cascade_short,FETUSDT,1769349600,2026-01-25T15:00:00+00:00,short,0.2,0.2152,4.2731,time
cascade_short,CHZUSDT,1769356800,2026-01-25T17:00:00+00:00,short,0.1,0.1841,1.6148,time
cascade_short,XLMUSDT,1769356800,2026-01-25T17:00:00+00:00,short,0.35,0.672,-0.1574,time
cascade_short,1000LUNCUSDT,1769356800,2026-01-25T17:00:00+00:00,short,0.2,0.2748,0.6296,time
cascade_short,ARBUSDT,1769364000,2026-01-25T19:00:00+00:00,short,0.1,0.1371,-1.0752,stop
cascade_short,DOTUSDT,1769364000,2026-01-25T19:00:00+00:00,short,0.35,0.393,-1.0921,stop
cascade_short,FETUSDT,1769364000,2026-01-25T19:00:00+00:00,short,0.1,0.1575,-1.072,stop
cascade_short,FILUSDT,1769364000,2026-01-25T19:00:00+00:00,short,0.1,0.1088,-1.0735,stop
cascade_short,APTUSDT,1769367600,2026-01-25T20:00:00+00:00,short,0.35,0.5359,-1.0663,stop
cascade_short,RUNEUSDT,1769367600,2026-01-25T20:00:00+00:00,short,0.35,0.9641,-1.0902,stop
cascade_short,NEARUSDT,1769367600,2026-01-25T20:00:00+00:00,short,0.35,0.8179,-1.0735,stop
squeeze_long,ADAUSDT,1769389200,2026-01-26T02:00:00+00:00,long,0.35,1.0102,-0.6985,time
squeeze_long,ENAUSDT,1769410800,2026-01-26T08:00:00+00:00,long,0.2,0.2168,-1.1467,stop
