rule,symbol,ts,entry_time,side,tier,share,pnl_r,exit_reason
cascade_short,CHZUSDT,1770804000,2026-02-11T11:00:00+00:00,short,0.1,0.1478,-1.152,stop
cascade_short,ADAUSDT,1770804000,2026-02-11T11:00:00+00:00,short,0.2,0.2273,-1.1565,stop
cascade_short,APTUSDT,1770818400,2026-02-11T15:00:00+00:00,short,0.2,0.2825,0.5025,time
cascade_short,ENAUSDT,1770818400,2026-02-11T15:00:00+00:00,short,0.2,0.2146,-0.3763,time
cascade_short,ARBUSDT,1770818400,2026-02-11T15:00:00+00:00,short,0.35,0.7217,-1.0399,stop
cascade_short,RUNEUSDT,1770822000,2026-02-11T16:00:00+00:00,short,0.1,0.192,-1.0596,stop
cascade_short,CHZUSDT,1770822000,2026-02-11T16:00:00+00:00,short,0.35,0.3904,-1.0486,stop
cascade_short,UNIUSDT,1770822000,2026-02-11T16:00:00+00:00,short,0.1,0.1737,1.7762,time
cascade_short,FETUSDT,1770822000,2026-02-11T16:00:00+00:00,short,0.2,0.2504,-1.0507,stop
cascade_short,NEARUSDT,1770822000,2026-02-11T16:00:00+00:00,short,0.1,0.14,-1.0483,stop
cascade_short,1000LUNCUSDT,1770825600,2026-02-11T17:00:00+00:00,short,0.1,0.1785,-1.0837,stop
cascade_short,UNIUSDT,1770850800,2026-02-12T00:00:00+00:00,short,0.1,0.1181,-1.0497,stop
cascade_short,FILUSDT,1770850800,2026-02-12T00:00:00+00:00,short,0.2,0.2407,-1.1046,stop
squeeze_long,1000PEPEUSDT,1770872400,2026-02-12T06:00:00+00:00,long,0.2,0.2111,1.8403,time
squeeze_long,WLDUSDT,1770890400,2026-02-12T11:00:00+00:00,long,0.35,4.0118,-1.1047,stop
cascade_short,1000LUNCUSDT,1770904800,2026-02-12T15:00:00+00:00,short,0.1,0.1701,0.2796,time
cascade_short,ENAUSDT,1770908400,2026-02-12T16:00:00+00:00,short,0.1,0.1386,-1.0636,stop
cascade_short,XLMUSDT,1770908400,2026-02-12T16:00:00+00:00,short,0.35,0.3556,1.4895,time
cascade_short,APTUSDT,1770912000,2026-02-12T17:00:00+00:00,short,0.35,1.3374,-1.0507,stop
cascade_short,ADAUSDT,1770912000,2026-02-12T17:00:00+00:00,short,0.1,0.1289,-1.0601,stop
cascade_short,UNIUSDT,1770912000,2026-02-12T17:00:00+00:00,short,0.2,0.2181,0.066,time
cascade_short,UNIUSDT,1770926400,2026-02-12T21:00:00+00:00,short,0.1,0.1191,-1.0755,stop
cascade_short,ADAUSDT,1770962400,2026-02-13T07:00:00+00:00,short,0.1,0.117,-1.157,stop
squeeze_long,XLMUSDT,1770994800,2026-02-13T16:00:00+00:00,long,0.2,0.2132,0.9783,time
squeeze_long,ENAUSDT,1770994800,2026-02-13T16:00:00+00:00,long,0.35,0.874,0.5952,time
squeeze_long,ARBUSDT,1770994800,2026-02-13T16:00:00+00:00,long,0.2,0.2622,0.7726,time
squeeze_long,FILUSDT,1770998400,2026-02-13T17:00:00+00:00,long,0.2,0.2853,0.685,time
squeeze_long,ARBUSDT,1771056000,2026-02-14T09:00:00+00:00,long,0.2,0.2544,2.288,time
squeeze_long,FILUSDT,1771056000,2026-02-14T09:00:00+00:00,long,0.35,0.8846,4.4428,time
squeeze_long,NEARUSDT,1771056000,2026-02-14T09:00:00+00:00,long,0.35,0.6407,2.7866,time
squeeze_long,WLDUSDT,1771059600,2026-02-14T10:00:00+00:00,long,0.35,0.733,4.7106,time
squeeze_long,ADAUSDT,1771066800,2026-02-14T12:00:00+00:00,long,0.2,0.3387,5.2309,time
squeeze_long,1000LUNCUSDT,1771066800,2026-02-14T12:00:00+00:00,long,0.35,0.3714,-1.1526,stop
squeeze_long,1000PEPEUSDT,1771066800,2026-02-14T12:00:00+00:00,long,0.35,0.7584,-1.0757,stop
squeeze_long,FILUSDT,1771084800,2026-02-14T17:00:00+00:00,long,0.2,0.2337,0.0819,time
squeeze_long,FETUSDT,1771084800,2026-02-14T17:00:00+00:00,long,0.2,0.2918,0.9042,time
squeeze_long,XLMUSDT,1771088400,2026-02-14T18:00:00+00:00,long,0.2,0.2498,1.1631,time
squeeze_long,1000PEPEUSDT,1771095600,2026-02-14T20:00:00+00:00,long,0.2,0.3167,-1.0478,stop
squeeze_long,NEARUSDT,1771095600,2026-02-14T20:00:00+00:00,long,0.2,0.2834,-1.1122,stop
cascade_short,CHZUSDT,1771113600,2026-02-15T01:00:00+00:00,short,0.35,0.4559,-1.1246,stop
cascade_short,ENAUSDT,1771120800,2026-02-15T03:00:00+00:00,short,0.1,0.1269,-1.0988,stop
cascade_short,APTUSDT,1771120800,2026-02-15T03:00:00+00:00,short,0.35,0.4508,0.5935,time
cascade_short,1000LUNCUSDT,1771142400,2026-02-15T09:00:00+00:00,short,0.1,0.1823,-1.0948,stop
cascade_short,XLMUSDT,1771142400,2026-02-15T09:00:00+00:00,short,0.2,0.241,1.3553,time
cascade_short,FILUSDT,1771142400,2026-02-15T09:00:00+00:00,short,0.1,0.1322,2.1492,time
cascade_short,ADAUSDT,1771142400,2026-02-15T09:00:00+00:00,short,0.1,0.1417,2.8646,time
cascade_short,ENAUSDT,1771156800,2026-02-15T13:00:00+00:00,short,0.35,1.3231,1.3946,time
cascade_short,CHZUSDT,1771156800,2026-02-15T13:00:00+00:00,short,0.2,0.2826,2.3621,time
cascade_short,NEARUSDT,1771156800,2026-02-15T13:00:00+00:00,short,0.1,0.1114,0.3821,time
cascade_short,FETUSDT,1771156800,2026-02-15T13:00:00+00:00,short,0.1,0.1646,-0.1831,time
cascade_short,1000LUNCUSDT,1771156800,2026-02-15T13:00:00+00:00,short,0.1,0.1817,-1.0585,stop
cascade_short,ADAUSDT,1771156800,2026-02-15T13:00:00+00:00,short,0.2,0.2248,0.9089,time
cascade_short,APTUSDT,1771156800,2026-02-15T13:00:00+00:00,short,0.1,0.1141,0.6676,time
cascade_short,XLMUSDT,1771156800,2026-02-15T13:00:00+00:00,short,0.2,0.2384,-1.0774,stop
cascade_short,FILUSDT,1771156800,2026-02-15T13:00:00+00:00,short,0.1,0.1843,0.5371,time
cascade_short,CHZUSDT,1771174800,2026-02-15T18:00:00+00:00,short,0.35,0.3677,-0.2396,time
cascade_short,ENAUSDT,1771174800,2026-02-15T18:00:00+00:00,short,0.1,0.1366,-0.2005,time
cascade_short,ARBUSDT,1771174800,2026-02-15T18:00:00+00:00,short,0.1,0.1408,-0.3364,time
cascade_short,FILUSDT,1771174800,2026-02-15T18:00:00+00:00,short,0.1,0.1773,-1.0851,stop
cascade_short,NEARUSDT,1771218000,2026-02-16T06:00:00+00:00,short,0.1,0.1492,-1.119,stop
squeeze_long,XRPUSDT,1771232400,2026-02-16T10:00:00+00:00,long,0.2,0.2203,-1.0807,stop
cascade_short,APTUSDT,1771239600,2026-02-16T12:00:00+00:00,short,0.35,0.3798,-1.1059,stop
cascade_short,ENAUSDT,1771239600,2026-02-16T12:00:00+00:00,short,0.1,0.1087,-1.1048,stop
cascade_short,ADAUSDT,1771239600,2026-02-16T12:00:00+00:00,short,0.1,0.1199,-1.1058,stop
cascade_short,APTUSDT,1771254000,2026-02-16T16:00:00+00:00,short,0.2,0.2247,-1.0674,stop
cascade_short,ENAUSDT,1771254000,2026-02-16T16:00:00+00:00,short,0.1,0.1341,-1.0695,stop
cascade_short,ARBUSDT,1771254000,2026-02-16T16:00:00+00:00,short,0.2,0.2371,-1.07,stop
cascade_short,XLMUSDT,1771315200,2026-02-17T09:00:00+00:00,short,0.1,0.18,-1.2787,stop
cascade_short,ADAUSDT,1771318800,2026-02-17T10:00:00+00:00,short,0.1,0.1095,-1.1629,stop
cascade_short,FETUSDT,1771322400,2026-02-17T11:00:00+00:00,short,0.1,0.1824,-1.1611,stop
cascade_short,ENAUSDT,1771322400,2026-02-17T11:00:00+00:00,short,0.2,0.2317,-1.1486,stop
cascade_short,ENAUSDT,1771336800,2026-02-17T15:00:00+00:00,short,0.1,0.1111,-1.0666,stop
cascade_short,FILUSDT,1771336800,2026-02-17T15:00:00+00:00,short,0.35,0.9095,-1.056,stop
cascade_short,1000LUNCUSDT,1771336800,2026-02-17T15:00:00+00:00,short,0.1,0.1129,-1.0697,stop
squeeze_long,APTUSDT,1771336800,2026-02-17T15:00:00+00:00,long,0.2,0.2842,-0.0252,time
cascade_short,XLMUSDT,1771336800,2026-02-17T15:00:00+00:00,short,0.2,0.2192,-1.0881,stop
cascade_short,1000LUNCUSDT,1771358400,2026-02-17T21:00:00+00:00,short,0.2,0.3307,-1.1183,stop
cascade_short,ENAUSDT,1771376400,2026-02-18T02:00:00+00:00,short,0.1,0.1742,-1.1369,stop
cascade_short,ADAUSDT,1771412400,2026-02-18T12:00:00+00:00,short,0.2,0.286,-1.1199,stop
cascade_short,WLDUSDT,1771416000,2026-02-18T13:00:00+00:00,short,0.1,0.1321,-1.1472,stop
cascade_short,CHZUSDT,1771419600,2026-02-18T14:00:00+00:00,short,0.1,0.1491,-1.1052,stop
cascade_short,ARBUSDT,1771419600,2026-02-18T14:00:00+00:00,short,0.1,0.169,-1.1083,stop
cascade_short,FILUSDT,1771419600,2026-02-18T14:00:00+00:00,short,0.1,0.1866,-1.1224,stop
cascade_short,APTUSDT,1771419600,2026-02-18T14:00:00+00:00,short,0.2,0.3333,-1.0893,stop
cascade_short,ENAUSDT,1771419600,2026-02-18T14:00:00+00:00,short,0.35,0.5828,-1.0977,stop
squeeze_long,FETUSDT,1771426800,2026-02-18T16:00:00+00:00,long,0.2,0.2238,-1.0856,stop
squeeze_long,1000PEPEUSDT,1771426800,2026-02-18T16:00:00+00:00,long,0.2,0.2616,-1.0895,stop
cascade_short,ARBUSDT,1771437600,2026-02-18T19:00:00+00:00,short,0.35,0.6175,0.5273,time
cascade_short,DOTUSDT,1771437600,2026-02-18T19:00:00+00:00,short,0.1,0.1795,0.0724,time
cascade_short,XLMUSDT,1771437600,2026-02-18T19:00:00+00:00,short,0.2,0.3334,0.2091,time
cascade_short,WLDUSDT,1771437600,2026-02-18T19:00:00+00:00,short,0.1,0.1181,0.0367,time
cascade_short,FILUSDT,1771437600,2026-02-18T19:00:00+00:00,short,0.2,0.3359,-0.0154,time
cascade_short,APTUSDT,1771441200,2026-02-18T20:00:00+00:00,short,0.35,0.5002,-0.8241,time
cascade_short,ENAUSDT,1771441200,2026-02-18T20:00:00+00:00,short,0.2,0.2162,-0.2496,time
cascade_short,ADAUSDT,1771441200,2026-02-18T20:00:00+00:00,short,0.2,0.2954,-0.4581,time
cascade_short,FETUSDT,1771441200,2026-02-18T20:00:00+00:00,short,0.1,0.1219,-0.1697,time
cascade_short,CHZUSDT,1771441200,2026-02-18T20:00:00+00:00,short,0.2,0.3242,-0.7103,time
cascade_short,ENAUSDT,1771488000,2026-02-19T09:00:00+00:00,short,0.1,0.1682,4.086,time
cascade_short,FILUSDT,1771488000,2026-02-19T09:00:00+00:00,short,0.2,0.2288,1.9074,time
cascade_short,XLMUSDT,1771488000,2026-02-19T09:00:00+00:00,short,0.1,0.1146,1.7671,time
cascade_short,ARBUSDT,1771488000,2026-02-19T09:00:00+00:00,short,0.35,0.627,3.6516,time
cascade_short,CHZUSDT,1771488000,2026-02-19T09:00:00+00:00,short,0.1,0.1211,1.6155,time
cascade_short,APTUSDT,1771488000,2026-02-19T09:00:00+00:00,short,0.35,0.3634,1.3508,time
cascade_short,DOTUSDT,1771506000,2026-02-19T14:00:00+00:00,short,0.2,0.2374,-0.3385,time
cascade_short,ADAUSDT,1771506000,2026-02-19T14:00:00+00:00,short,0.1,0.1331,-1.1113,stop
cascade_short,FETUSDT,1771506000,2026-02-19T14:00:00+00:00,short,0.1,0.112,-0.6044,time
cascade_short,XLMUSDT,1771506000,2026-02-19T14:00:00+00:00,short,0.2,0.2069,-1.139,stop
cascade_short,APTUSDT,1771506000,2026-02-19T14:00:00+00:00,short,0.1,0.1256,-1.0786,stop
cascade_short,ENAUSDT,1771506000,2026-02-19T14:00:00+00:00,short,0.2,0.207,-1.0858,stop
cascade_short,UNIUSDT,1771506000,2026-02-19T14:00:00+00:00,short,0.2,0.3447,-1.0875,stop
cascade_short,ARBUSDT,1771506000,2026-02-19T14:00:00+00:00,short,0.2,0.3001,2.1828,time
cascade_short,FILUSDT,1771506000,2026-02-19T14:00:00+00:00,short,0.35,0.794,-0.4302,time
cascade_short,1000LUNCUSDT,1771506000,2026-02-19T14:00:00+00:00,short,0.1,0.1657,-1.0958,stop
cascade_short,CHZUSDT,1771506000,2026-02-19T14:00:00+00:00,short,0.1,0.1149,-0.3812,time
cascade_short,WLDUSDT,1771506000,2026-02-19T14:00:00+00:00,short,0.2,0.2799,-1.1063,stop
squeeze_long,1000PEPEUSDT,1771509600,2026-02-19T15:00:00+00:00,long,0.2,0.2742,-1.0729,stop
cascade_short,1000LUNCUSDT,1771520400,2026-02-19T18:00:00+00:00,short,0.2,0.2068,-1.1114,stop
squeeze_long,XRPUSDT,1771527600,2026-02-19T20:00:00+00:00,long,0.2,0.3233,-1.1423,stop
squeeze_long,1000LUNCUSDT,1771534800,2026-02-19T22:00:00+00:00,long,0.35,0.6651,-0.266,time
squeeze_long,1000PEPEUSDT,1771556400,2026-02-20T04:00:00+00:00,long,0.2,0.224,-1.1382,stop
cascade_short,ARBUSDT,1771563600,2026-02-20T06:00:00+00:00,short,0.1,0.1621,2.0905,time
cascade_short,WLDUSDT,1771563600,2026-02-20T06:00:00+00:00,short,0.1,0.1901,-1.1106,stop
cascade_short,FETUSDT,1771563600,2026-02-20T06:00:00+00:00,short,0.1,0.1112,-1.1145,stop
squeeze_long,XLMUSDT,1771581600,2026-02-20T11:00:00+00:00,long,0.2,0.2666,-1.2042,stop
cascade_short,CHZUSDT,1771585200,2026-02-20T12:00:00+00:00,short,0.35,0.8671,0.0026,time
cascade_short,ARBUSDT,1771585200,2026-02-20T12:00:00+00:00,short,0.1,0.1703,-1.084,stop
cascade_short,ENAUSDT,1771592400,2026-02-20T14:00:00+00:00,short,0.35,0.3583,-1.0672,stop
cascade_short,NEARUSDT,1771592400,2026-02-20T14:00:00+00:00,short,0.1,0.1284,-1.0667,stop
cascade_short,APTUSDT,1771592400,2026-02-20T14:00:00+00:00,short,0.35,0.4142,-1.0748,stop
squeeze_long,ADAUSDT,1771596000,2026-02-20T15:00:00+00:00,long,0.2,0.2207,1.9154,time
cascade_short,NEARUSDT,1771614000,2026-02-20T20:00:00+00:00,short,0.1,0.1281,-1.0914,stop
squeeze_long,1000LUNCUSDT,1771621200,2026-02-20T22:00:00+00:00,long,0.2,0.2984,-1.1005,stop
cascade_short,TONUSDT,1771632000,2026-02-21T01:00:00+00:00,short,0.2,0.2404,-1.1698,stop
cascade_short,XLMUSDT,1771646400,2026-02-21T05:00:00+00:00,short,0.1,0.172,-1.3485,stop
cascade_short,NEARUSDT,1771657200,2026-02-21T08:00:00+00:00,short,0.1,0.1399,-1.1244,stop
squeeze_long,1000PEPEUSDT,1771664400,2026-02-21T10:00:00+00:00,long,0.2,0.2661,-1.1119,stop
squeeze_long,WLDUSDT,1771682400,2026-02-21T15:00:00+00:00,long,0.35,0.5417,-1.1354,stop
squeeze_long,XRPUSDT,1771682400,2026-02-21T15:00:00+00:00,long,0.35,0.3546,-1.1279,stop
cascade_short,1000LUNCUSDT,1771689600,2026-02-21T17:00:00+00:00,short,0.2,0.2179,1.2078,time
cascade_short,WLDUSDT,1771718400,2026-02-22T01:00:00+00:00,short,0.1,0.1128,1.0464,time
cascade_short,FETUSDT,1771718400,2026-02-22T01:00:00+00:00,short,0.1,0.1289,0.978,time
cascade_short,APTUSDT,1771718400,2026-02-22T01:00:00+00:00,short,0.1,0.199,2.9286,time
cascade_short,FILUSDT,1771718400,2026-02-22T01:00:00+00:00,short,0.2,0.2749,1.7625,time
cascade_short,ARBUSDT,1771718400,2026-02-22T01:00:00+00:00,short,0.1,0.1161,1.2804,time
cascade_short,ENAUSDT,1771718400,2026-02-22T01:00:00+00:00,short,0.1,0.1039,1.9639,time
cascade_short,CHZUSDT,1771725600,2026-02-22T03:00:00+00:00,short,0.35,1.0227,-1.1243,stop
cascade_short,XLMUSDT,1771725600,2026-02-22T03:00:00+00:00,short,0.35,0.8223,-0.4198,time
cascade_short,TONUSDT,1771729200,2026-02-22T04:00:00+00:00,short,0.35,0.4272,-1.1537,stop
cascade_short,ADAUSDT,1771729200,2026-02-22T04:00:00+00:00,short,0.2,0.2277,0.5218,time
cascade_short,ENAUSDT,1771740000,2026-02-22T07:00:00+00:00,short,0.1,0.1089,-1.1619,stop
cascade_short,CHZUSDT,1771740000,2026-02-22T07:00:00+00:00,short,0.2,0.2832,-1.0906,stop
cascade_short,WLDUSDT,1771761600,2026-02-22T13:00:00+00:00,short,0.1,0.1201,-1.1411,stop
cascade_short,FETUSDT,1771761600,2026-02-22T13:00:00+00:00,short,0.2,0.2885,1.346,time
cascade_short,ENAUSDT,1771761600,2026-02-22T13:00:00+00:00,short,0.1,0.1504,2.0082,time
cascade_short,1000LUNCUSDT,1771761600,2026-02-22T13:00:00+00:00,short,0.2,0.2024,1.7749,time
cascade_short,ADAUSDT,1771761600,2026-02-22T13:00:00+00:00,short,0.1,0.1699,1.8017,time
cascade_short,APTUSDT,1771765200,2026-02-22T14:00:00+00:00,short,0.1,0.1808,-1.1015,stop
cascade_short,ENAUSDT,1771779600,2026-02-22T18:00:00+00:00,short,0.1,0.1651,-1.1412,stop
cascade_short,ENAUSDT,1771794000,2026-02-22T22:00:00+00:00,short,0.1,0.123,2.3489,time
cascade_short,APTUSDT,1771797600,2026-02-22T23:00:00+00:00,short,0.1,0.1323,-1.1764,stop
cascade_short,ADAUSDT,1771804800,2026-02-23T01:00:00+00:00,short,0.1,0.1059,1.2673,time
squeeze_long,XRPUSDT,1771808400,2026-02-23T02:00:00+00:00,long,0.2,0.2878,1.754,time
cascade_short,XLMUSDT,1771808400,2026-02-23T02:00:00+00:00,short,0.35,0.5119,-1.0549,stop
cascade_short,FETUSDT,1771808400,2026-02-23T02:00:00+00:00,short,0.35,1.6002,-1.0382,stop
cascade_short,CHZUSDT,1771808400,2026-02-23T02:00:00+00:00,short,0.35,0.9998,-1.0349,stop
cascade_short,FILUSDT,1771808400,2026-02-23T02:00:00+00:00,short,0.35,0.5001,-1.0343,stop
cascade_short,ENAUSDT,1771808400,2026-02-23T02:00:00+00:00,short,0.35,1.0642,-1.035,stop
cascade_short,WLDUSDT,1771808400,2026-02-23T02:00:00+00:00,short,0.35,1.8575,-1.0333,stop
cascade_short,ARBUSDT,1771808400,2026-02-23T02:00:00+00:00,short,0.35,3.7379,-1.0315,stop
cascade_short,1000LUNCUSDT,1771808400,2026-02-23T02:00:00+00:00,short,0.35,0.6373,-0.9009,time
squeeze_long,1000PEPEUSDT,1771826400,2026-02-23T07:00:00+00:00,long,0.35,0.4649,1.2014,time
squeeze_long,XRPUSDT,1771826400,2026-02-23T07:00:00+00:00,long,0.2,0.3055,1.0901,time
cascade_short,APTUSDT,1771858800,2026-02-23T16:00:00+00:00,short,0.1,0.1562,0.7695,time
cascade_short,NEARUSDT,1771858800,2026-02-23T16:00:00+00:00,short,0.1,0.1331,0.2314,time
cascade_short,UNIUSDT,1771866000,2026-02-23T18:00:00+00:00,short,0.2,0.2303,0.4473,time
cascade_short,ADAUSDT,1771866000,2026-02-23T18:00:00+00:00,short,0.1,0.1359,0.5247,time
cascade_short,XLMUSDT,1771866000,2026-02-23T18:00:00+00:00,short,0.1,0.1254,-0.3981,time
cascade_short,ARBUSDT,1771866000,2026-02-23T18:00:00+00:00,short,0.1,0.1087,-1.0768,stop
cascade_short,RUNEUSDT,1771866000,2026-02-23T18:00:00+00:00,short,0.1,0.171,0.7015,time
cascade_short,FILUSDT,1771894800,2026-02-24T02:00:00+00:00,short,0.2,0.2287,0.8613,time
cascade_short,ADAUSDT,1771894800,2026-02-24T02:00:00+00:00,short,0.2,0.3208,0.7588,time
cascade_short,UNIUSDT,1771894800,2026-02-24T02:00:00+00:00,short,0.2,0.2126,-0.061,time
cascade_short,FETUSDT,1771894800,2026-02-24T02:00:00+00:00,short,0.1,0.1203,0.6173,time
cascade_short,APTUSDT,1771894800,2026-02-24T02:00:00+00:00,short,0.1,0.1734,0.5006,time
cascade_short,WLDUSDT,1771894800,2026-02-24T02:00:00+00:00,short,0.1,0.1148,0.5719,time
cascade_short,ENAUSDT,1771905600,2026-02-24T05:00:00+00:00,short,0.1,0.1188,-0.0177,time
cascade_short,ARBUSDT,1771909200,2026-02-24T06:00:00+00:00,short,0.1,0.1327,-1.1005,stop
cascade_short,ENAUSDT,1771923600,2026-02-24T10:00:00+00:00,short,0.2,0.2342,-1.1007,stop
cascade_short,NEARUSDT,1771923600,2026-02-24T10:00:00+00:00,short,0.2,0.2329,-1.1343,stop
cascade_short,WLDUSDT,1771923600,2026-02-24T10:00:00+00:00,short,0.35,0.4905,-1.1039,stop
squeeze_long,1000PEPEUSDT,1771948800,2026-02-24T17:00:00+00:00,long,0.2,0.2215,0.0866,time
squeeze_long,XRPUSDT,1771981200,2026-02-25T02:00:00+00:00,long,0.35,0.5143,-1.0646,stop
squeeze_long,1000PEPEUSDT,1771981200,2026-02-25T02:00:00+00:00,long,0.35,1.413,-1.0505,stop
cascade_short,XLMUSDT,1771988400,2026-02-25T04:00:00+00:00,short,0.1,0.128,-1.18,stop
cascade_short,1000LUNCUSDT,1771988400,2026-02-25T04:00:00+00:00,short,0.1,0.1099,-1.1759,stop
cascade_short,ARBUSDT,1772002800,2026-02-25T08:00:00+00:00,short,0.1,0.1089,-1.1227,stop
squeeze_long,XLMUSDT,1772002800,2026-02-25T08:00:00+00:00,long,0.2,0.2557,9.0588,time
squeeze_long,APTUSDT,1772017200,2026-02-25T12:00:00+00:00,long,0.2,0.3133,20.5387,time
squeeze_long,XRPUSDT,1772020800,2026-02-25T13:00:00+00:00,long,0.2,0.2712,5.4968,time
squeeze_long,ARBUSDT,1772020800,2026-02-25T13:00:00+00:00,long,0.2,0.2392,5.8331,time
squeeze_long,ADAUSDT,1772020800,2026-02-25T13:00:00+00:00,long,0.2,0.2669,7.8226,time
squeeze_long,NEARUSDT,1772024400,2026-02-25T14:00:00+00:00,long,0.2,0.2458,5.6936,time
squeeze_long,1000PEPEUSDT,1772028000,2026-02-25T15:00:00+00:00,long,0.2,0.2561,0.9238,time
squeeze_long,APTUSDT,1772035200,2026-02-25T17:00:00+00:00,long,0.2,0.3104,-0.4697,time
squeeze_long,ARBUSDT,1772038800,2026-02-25T18:00:00+00:00,long,0.2,0.2134,-1.0551,stop
squeeze_long,FILUSDT,1772038800,2026-02-25T18:00:00+00:00,long,0.2,0.2178,-1.0395,stop
squeeze_long,XRPUSDT,1772038800,2026-02-25T18:00:00+00:00,long,0.2,0.213,-1.0891,stop
squeeze_long,ADAUSDT,1772049600,2026-02-25T21:00:00+00:00,long,0.2,0.2488,-1.0384,stop
squeeze_long,ARBUSDT,1772053200,2026-02-25T22:00:00+00:00,long,0.2,0.2674,-1.0625,stop
squeeze_long,XRPUSDT,1772053200,2026-02-25T22:00:00+00:00,long,0.2,0.2175,-1.0865,stop
squeeze_long,ENAUSDT,1772053200,2026-02-25T22:00:00+00:00,long,0.35,1.2189,-1.0652,stop
squeeze_long,DOTUSDT,1772053200,2026-02-25T22:00:00+00:00,long,0.2,0.2642,-1.0262,stop
cascade_short,XLMUSDT,1772056800,2026-02-25T23:00:00+00:00,short,0.1,0.1218,1.2056,time
cascade_short,FILUSDT,1772056800,2026-02-25T23:00:00+00:00,short,0.1,0.1193,3.5605,time
cascade_short,WLDUSDT,1772060400,2026-02-26T00:00:00+00:00,short,0.1,0.1755,0.6391,time
cascade_short,1000LUNCUSDT,1772060400,2026-02-26T00:00:00+00:00,short,0.35,0.4153,0.8293,time
cascade_short,ENAUSDT,1772092800,2026-02-26T09:00:00+00:00,short,0.1,0.1868,-1.0735,stop
cascade_short,CHZUSDT,1772100000,2026-02-26T11:00:00+00:00,short,0.1,0.1664,4.4466,time
cascade_short,1000PEPEUSDT,1772100000,2026-02-26T11:00:00+00:00,short,0.2,0.2476,2.7764,time
cascade_short,CHZUSDT,1772114400,2026-02-26T15:00:00+00:00,short,0.35,1.1276,0.035,time
cascade_short,XLMUSDT,1772118000,2026-02-26T16:00:00+00:00,short,0.1,0.1077,-0.0576,time
cascade_short,1000PEPEUSDT,1772118000,2026-02-26T16:00:00+00:00,short,0.1,0.1182,0.7918,time
cascade_short,1000LUNCUSDT,1772118000,2026-02-26T16:00:00+00:00,short,0.1,0.1915,-1.0712,stop
cascade_short,APTUSDT,1772121600,2026-02-26T17:00:00+00:00,short,0.1,0.1333,-1.0569,stop
cascade_short,FILUSDT,1772121600,2026-02-26T17:00:00+00:00,short,0.1,0.167,-1.0571,stop
cascade_short,WLDUSDT,1772121600,2026-02-26T17:00:00+00:00,short,0.2,0.3361,-1.0709,stop
cascade_short,DOTUSDT,1772121600,2026-02-26T17:00:00+00:00,short,0.1,0.1377,-1.0319,stop
cascade_short,UNIUSDT,1772121600,2026-02-26T17:00:00+00:00,short,0.35,0.401,-1.0678,stop
cascade_short,ARBUSDT,1772121600,2026-02-26T17:00:00+00:00,short,0.1,0.1565,-1.0637,stop
squeeze_long,ADAUSDT,1772161200,2026-02-27T04:00:00+00:00,long,0.2,0.2171,-1.1708,stop
cascade_short,NEARUSDT,1772172000,2026-02-27T07:00:00+00:00,short,0.1,0.1141,3.6882,time
cascade_short,FETUSDT,1772186400,2026-02-27T11:00:00+00:00,short,0.1,0.1618,1.6861,time
cascade_short,XLMUSDT,1772186400,2026-02-27T11:00:00+00:00,short,0.2,0.2524,1.3206,time
cascade_short,1000PEPEUSDT,1772190000,2026-02-27T12:00:00+00:00,short,0.1,0.1609,1.0912,time
cascade_short,ADAUSDT,1772190000,2026-02-27T12:00:00+00:00,short,0.35,0.6317,1.5049,time
cascade_short,WLDUSDT,1772190000,2026-02-27T12:00:00+00:00,short,0.2,0.2341,1.4007,time
cascade_short,ARBUSDT,1772190000,2026-02-27T12:00:00+00:00,short,0.2,0.3303,1.577,time
cascade_short,ENAUSDT,1772190000,2026-02-27T12:00:00+00:00,short,0.35,0.3902,0.9448,time
cascade_short,NEARUSDT,1772193600,2026-02-27T13:00:00+00:00,short,0.2,0.2368,1.3157,time
cascade_short,WLDUSDT,1772204400,2026-02-27T16:00:00+00:00,short,0.2,0.2575,0.5412,time
cascade_short,NEARUSDT,1772208000,2026-02-27T17:00:00+00:00,short,0.1,0.1002,-0.0746,time
cascade_short,FILUSDT,1772208000,2026-02-27T17:00:00+00:00,short,0.1,0.1858,-0.2815,time
cascade_short,ADAUSDT,1772208000,2026-02-27T17:00:00+00:00,short,0.1,0.1125,-0.1891,time
cascade_short,1000PEPEUSDT,1772211600,2026-02-27T18:00:00+00:00,short,0.1,0.131,0.5818,time
squeeze_long,XRPUSDT,1772211600,2026-02-27T18:00:00+00:00,long,0.2,0.2031,-1.1221,stop
cascade_short,FETUSDT,1772211600,2026-02-27T18:00:00+00:00,short,0.1,0.1913,1.2648,time
cascade_short,ENAUSDT,1772211600,2026-02-27T18:00:00+00:00,short,0.35,0.4819,-0.2275,time
cascade_short,ARBUSDT,1772218800,2026-02-27T20:00:00+00:00,short,0.1,0.1367,-1.0848,stop
cascade_short,FETUSDT,1772229600,2026-02-27T23:00:00+00:00,short,0.2,0.2449,4.0374,time
cascade_short,FILUSDT,1772229600,2026-02-27T23:00:00+00:00,short,0.1,0.1995,3.6325,time
cascade_short,1000PEPEUSDT,1772229600,2026-02-27T23:00:00+00:00,short,0.1,0.1314,3.5524,time
cascade_short,DOTUSDT,1772229600,2026-02-27T23:00:00+00:00,short,0.2,0.205,2.5509,time
